word	syllables	hiper_suf	suffix	meaning	semantics	ending	cons.cluster	all_vowels	last_vowel	1	2
spessartyn	3	-	-	minerał o brunatnej, brunatnoczerwonej lub pomarańczowej barwie i szklistym połysku	NA	u	n	eay	y	-3.5569036569741867e-4	-3.945682499108004e-4
spessartyt	3	-	-	magmowa skała żyłowa	вещество	u	t	eay	y	-4.2108733744305977e-4	-4.853618976843736e-4
spichlerz	2	-	-	budynek do przechowywania zapasów zboża	NA	a	rz	ie	e	4.312085316694921e-4	5.903009913629429e-4
spichrz	1	-	-	budynek do przechowywania zapasów zboża	NA	a	chrz	i	i	-1.0225881153609541e-4	-7.177176962496914e-4
spicz	1	-	-	krótkie przemówienie lub mowa	NA	u	cz	i	i	5.654933472297134e-5	-6.28758140125701e-4
spilit	2	-	-	magmowa skała wylewna tworząca się na skutek erupcji podmorskich	вещество	u	t	ii	i	-2.3823293011365187e-4	-5.132329795741572e-4
spin	1	-	-	w mechanice kwantowej: właściwy dla danej mikrocząstki moment pędu, niezwiązany z jej postępowym ruchem w przestrzeni	NA	u	n	i	i	2.0366084383801665e-5	-5.839461392094042e-4
spinakerbom	4	-	-	NOT FOUND	NA	u	m	iaeo	o	2.6074405108093005e-4	-3.0345028301544607e-4
spinning	2	-	-	wędka z długą żyłką nawijaną na kołowrotek	артефакт	u	ng	ii	i	-3.0764334712807994e-4	-4.3741941046038257e-4
spintaryskop	4	-	-	NOT FOUND	NA	u	p	iayo	o	2.848592069475443e-4	-3.665277901337348e-4
spiran	2	-	-	związek organiczny, w którym pierścienie są połączone za pomocą tylko jednego wspólnego atomu węgla	NA	u	n	ia	a	5.058543087036731e-4	-5.27044998602302e-4
spirant	2	-	-	spółgłoska wymawiana przy silnym zbliżeniu narządów artykulacyjnych	NA	u	nt	ia	a	5.188915118849838e-4	-4.121967869447567e-4
spiratron	3	-	-	NOT FOUND	NA	u	n	iao	o	4.0547519493103055e-4	-3.854652134157855e-4
spirograf	3	-	-	NOT FOUND	NA	u	f	ioa	a	4.006124360507162e-4	-4.222986931572079e-4
spirometr	3	-	-	aparat do badania pojemności płuc	артефакт	u	tr	ioe	e	4.009425468512199e-4	6.985198092349759e-4
spiropulsator	5	-	-	NOT FOUND	NA	a	r	iouao	o	1.900612669658344e-4	-2.329248007231909e-6
spirytus	3	-	-	wysokoprocentowy roztwór wodny alkoholu etylowego	NA	u	s	iyu	u	4.522651773850731e-4	-5.685630509324987e-4
spis	1	-	-	tekst zawierający wyliczenie w określonym porządku przedmiotów, osób, czynności itp.	NA	u	s	i	i	2.893726842547691e-5	-6.269987737223827e-4
spiż	1	-	-	stop miedzi, cyny i cynku	NA	u	ż	i	i	5.64828083314902e-5	-6.577015740207778e-4
spleen	2	-	-	stan przygnębienia, apatii i nudy wywołany poczuciem beznadziejności życia	NA	u	n	ee	e	4.5748269529957605e-4	1.9012220569054165e-4
splendor	2	-	-	zewnętrzne oznaki świetności lub bogactwa	NA	u	r	eo	o	5.636228904089704e-4	-3.720091993034893e-4
splin	1	-	-	stan przygnębienia, apatii i nudy wywołany poczuciem beznadziejności życia	NA	u	n	i	i	2.0366084383801665e-5	-5.839461392094042e-4
splis	1	-	-	NOT FOUND	NA	u	s	i	i	2.893726842547691e-5	-6.269987737223827e-4
split	1	-	-	operacja wymiany akcji spółki, polegająca na zmniejszeniu ich wartości nominalnej i jednocześnie zwiększeniu ich liczby	NA	u	t	i	i	-8.867287895852792e-5	-5.918768865784316e-4
splot	1	-	-	to, co jest wynikiem splatania lub splatania się	NA	u	t	o	o	5.022559528963834e-4	-6.700888383125309e-4
spluwak	2	-	-	NOT FOUND	NA	a	k	ua	a	4.042221302558154e-4	-3.4015261596632176e-4
spocznik	2	-	-	NOT FOUND	NA	a	k	oi	i	-2.729951894859612e-4	-2.1525536876145879e-4
spodniak	3	-	-	NOT FOUND	NA	a	k	oia	a	2.592666717226567e-4	-1.9230323148019502e-4
spodnik	2	-	-	NOT FOUND	NA	a	k	oi	i	-2.729951894859612e-4	-2.1525536876145879e-4
spodnium	3	-	-	kostium damski składający się z żakietu i długich spodni	артефакт	u	m	oiu	u	5.505517471475055e-4	-5.047108666690123e-4
spodumen	3	-	-	minerał będący źródłem litu	NA	u	n	oue	e	3.0438053735983353e-4	4.117859844174865e-4
spodzik	2	-	-	dolna część czegoś stanowiąca podstawę lub dno	часть предмета	u	k	oi	i	-1.953448275904563e-4	-2.4219266534120248e-4
spodziw	2	-	-	NOT FOUND	NA	u	w	oi	i	-2.1028241264221698e-4	-3.527134813836254e-4
spoinomierz	5	-	-	NOT FOUND	NA	a	rz	oioie	e	-1.3187396609233175e-5	0.001584364302597054
spokój	2	-	-	stan równowagi psychicznej	NA	u	j	oó	ó	6.096705171191787e-4	-5.889136602873494e-4
spondej	2	-	-	rodzaj stopy wierszowej	NA	both	j	oe	e	5.116257337565952e-4	2.3248433930755076e-4
spongioblast	4	-	-	NOT FOUND	NA	u	st	oioa	a	2.913911124803054e-4	-3.662412043723513e-4
spongiolit	4	-	-	skała osadowa składająca się z krzemionkowych igiełek gąbek	вещество	u	t	oioi	i	-5.851839097919795e-4	-3.2845273253522656e-4
spongoblast	3	-	-	NOT FOUND	NA	u	st	ooa	a	4.098982526289844e-4	-4.4108586721666585e-4
spongostan	3	-	-	NOT FOUND	NA	u	n	ooa	a	3.8821458211376936e-4	-4.1477100804682707e-4
sponsorat	3	-	-	NOT FOUND	NA	u	t	ooa	a	2.791756187714398e-4	-4.2270175541585453e-4
sponsoring	3	-	-	instytucja lub osoba prywatna finansująca jakieś przedsięwzięcie kulturalne	NA	u	ng	ooi	i	-4.7846889263965307e-4	-3.1152225541463015e-4
spontan	2	-	-	NOT FOUND	NA	u	n	oa	a	5.117482876962577e-4	-5.2881241624702e-4
spoofing	3	-	-	NOT FOUND	NA	u	ng	ooi	i	-4.7846889263965307e-4	-3.1152225541463015e-4
spornik	2	-	-	NOT FOUND	NA	a	k	oi	i	-2.729951894859612e-4	-2.1525536876145879e-4
sporofil	3	-	-	liść paprotników wykształcający zarodnie	NA	u	l	ooi	i	-2.546412404192743e-4	-1.9143331525245424e-4
sporofit	3	-	-	bezpłciowe pokolenie roślin, diploidalna faza przemiany pokoleń	NA	u	t	ooi	i	-3.5305822930193313e-4	-2.8317948109302023e-4
sporogon	3	-	-	sporofit mszaków	NA	u	n	ooo	o	4.02663449805234e-4	-3.8295782483184796e-4
sporokarp	3	-	-	twór paproci wodnych składający się z kilku zarodni otoczonych osłonką	NA	a	rp	ooa	a	4.679581733850955e-4	-4.326329002839915e-4
sporomorf	3	-	-	NOT FOUND	NA	u	rf	ooo	o	4.6810483138220354e-4	-4.753874709840262e-4
sporozoit	4	-	-	inwazyjne, zarażające nowego żywiciela stadium rozwojowe pierwotniaków pasożytniczych	NA	u	t	oooi	i	-8.412300877421547e-4	-2.3397390240191868e-4
sport	1	-	-	ćwiczenia i gry mające na celu rozwijanie sprawności fizycznej i dążenie we współzawodnictwie do uzyskania jak najlepszych wyników	NA	both	rt	o	o	6.727275795639698e-4	-6.87263722728021e-4
sporysz	2	-	-	grzyb pasożytujący w kłosach żyta	гриб	u	sz	oy	y	-7.900588998362688e-5	-5.499090860572509e-4
sposobik	3	-	-	NOT FOUND	NA	u	k	ooi	i	-3.5345798127331754e-4	-8.919375132089699e-5
sposzyt	2	-	-	NOT FOUND	NA	u	t	oy	y	-2.2479887097407182e-4	-5.285509462799744e-4
sposób	2	-	-	określony tryb postępowania, forma wykonania czegoś	NA	u	b	oó	ó	6.208391156074587e-4	-6.966794760097953e-4
spot	1	-	-	krótki film reklamowy; też: krótka reklama radiowa	NA	u	t	o	o	5.022559528963834e-4	-6.700888383125309e-4
spotlight	2	-	-	NOT FOUND	NA	u	ght	oi	i	-4.009811544147988e-4	-4.232071938673106e-4
spowalniacz	4	-	-	NOT FOUND	NA	a	cz	oaia	a	2.99555199267067e-4	-3.7887210466464543e-4
spożywczak	3	-	-	NOT FOUND	NA	a	k	oya	a	2.76671055562068e-4	-2.0500027272316759e-4
spraj	1	-	-	NOT FOUND	NA	both	j	a	a	6.710169632650173e-4	-6.969169826046858e-4
sprawdzian	3	-	-	sposób sprawdzania czegoś	NA	u	n	aia	a	3.746180065820137e-4	-3.9555089970804504e-4
spray	2	-	-	płyn znajdujący się pod ciśnieniem w specjalnym pojemniku, przeznaczony do rozpylania; też: pojemnik z takim płynem	NA	u	V	ay	y	-2.872934600917151e-4	-3.847524843679374e-4
sprej	1	-	-	NOT FOUND	NA	both	j	e	e	6.132741716279432e-4	-3.4595356298694436e-5
spring	1	-	-	NOT FOUND	NA	u	ng	i	i	-2.1408354229624792e-4	-6.202196609000417e-4
sprint	1	-	-	bieg, wyścig rozgrywany na krótkich dystansach	NA	u	nt	i	i	3.340328756511234e-5	-4.690979275518588e-4
sprycik	2	-	-	NOT FOUND	NA	u	k	yi	i	-2.570337336505382e-4	-2.1374403217637518e-4
spryng	1	-	-	NOT FOUND	NA	u	ng	y	y	-2.041628841626649e-4	-7.202424179210191e-4
spryskiwacz	3	-	-	przyrząd do spryskiwania roślin	артефакт	a	cz	yia	a	5.086599983309617e-4	-4.22867062935298e-4
spryt	1	-	-	zdolność szybkiego, praktycznego radzenia sobie w trudnych sytuacjach	NA	u	t	y	y	-7.875222082494493e-5	-6.918996435994091e-4
sprzeciw	2	-	-	niezgadzanie się, protest	NA	u	w	ei	i	-2.1302624419020804e-4	-3.616140153574338e-4
sprząg	1	-	-	NOT FOUND	NA	u	g	ą	ą	6.424501409761618e-4	-8.329562440617012e-4
sprzęcik	2	-	-	NOT FOUND	NA	u	k	ęi	i	-2.204353612278841e-4	-1.8061020497536523e-4
sprzęg	1	-	-	NOT FOUND	NA	u	g	ę	ę	6.025061710355077e-4	-7.934507442099293e-4
sprzęgłohamulec	5	-	-	NOT FOUND	NA	a	c	ęoaue	e	-7.482133841766423e-5	0.0019170864676419299
sprzęt	1	-	-	przedmiot użytkowy	артефакт	u	t	ę	ę	5.540222102367692e-4	-7.42829408506315e-4
sprzężaj	2	-	-	konie, bydło zaprzęgane do wozu, pługa itp.	NA	a	j	ęa	a	5.639515920722973e-4	-4.8242003043025126e-4
spręż	1	-	-	napiąć, naciągnąć coś sztywno	NA	u	ż	ę	ę	5.99535659606807e-4	-8.299475389795e-4
sprężystomierz	5	-	-	NOT FOUND	NA	a	rz	ęyoie	e	2.3600227297610154e-5	0.001383063562131725
spulchniacz	3	-	-	ręczne narzędzie do spulchniania gleby	артефакт	a	cz	uia	a	5.123720556147568e-4	-4.023205696437199e-4
spurt	1	-	-	nagłe zwiększenie szybkości w biegu, pływaniu itp.	NA	u	rt	u	u	7.285998628069413e-4	-8.204893117577432e-4
spust	1	-	-	metalowy języczek uruchamiający mechanizm broni palnej	артефакт	u	st	u	u	7.884931079168798e-4	-8.004050961122258e-4
sputnik	2	-	-	sztuczny satelita Ziemi	NA	a	k	ui	i	-2.8865528679447176e-4	-2.1992603835129348e-4
spych	1	-	-	NOT FOUND	NA	u	ch	y	y	6.11567407137638e-5	-7.527841210620137e-4
spód	1	-	-	dolna część czegoś stanowiąca podstawę lub dno	часть предмета	u	d	ó	ó	5.888343081460465e-4	-8.14288316569601e-4
spój	1	-	-	miejsce połączenia dwu elementów czegoś	NA	u	j	ó	ó	6.973108953214641e-4	-7.445702093320119e-4
spór	1	-	-	spieranie się z kimś	NA	u	r	ó	ó	6.760310671386393e-4	-6.037404642251627e-4
spółczynnik	3	-	-	NOT FOUND	NA	a	k	óyi	i	-3.362501473958139e-4	-5.046960239172969e-5
spółudział	4	-	-	NOT FOUND	NA	u	ł	óuia	a	3.2303532227923536e-4	-4.4678669593142275e-4
spąg	1	-	-	dolna powierzchnia warstwy skalnej lub pokładu	NA	u	g	ą	ą	6.424501409761618e-4	-8.329562440617012e-4
spęczak	2	-	-	NOT FOUND	NA	a	k	ęa	a	3.9291395696417386e-4	-2.9327685876204664e-4
spęd	1	-	-	spędzenie dużej liczby zwierząt w jedno miejsce	NA	u	d	ę	ę	4.388909063826052e-4	-8.020611040910806e-4
spłacheć	2	-	-	fragment jakiegoś obszaru, jakiejś płaszczyzny	NA	a	ć	ae	e	4.997473767142433e-4	4.584440622376228e-4
spłaszcz	1	-	-	spłaszczone miejsce	NA	a	szcz	a	a	7.002982578570813e-4	-7.76590208344781e-4
spłat	1	-	-	spłacanie czegoś	NA	u	t	a	a	5.003790801282785e-4	-7.017595407086045e-4
spław	1	-	-	przewóz drogą wodną, z prądem rzeki	NA	u	w	a	a	5.626921050006383e-4	-6.452319235586479e-4
spłonnik	2	-	-	NOT FOUND	NA	a	k	oi	i	-2.729951894859612e-4	-2.1525536876145879e-4
spłukiwacz	3	-	-	NOT FOUND	NA	a	cz	uia	a	4.127298176947764e-4	-4.23614012674559e-4
spływ	1	-	-	przemieszczanie się wody z góry na dół	NA	u	w	y	y	-1.6439195952585104e-5	-6.353720264494525e-4
squat	2	-	-	opuszczony dom, nielegalnie zagospodarowany i zamieszkany przez nieformalną grupę	NA	u	t	ua	a	4.0462188222719985e-4	-5.341383457384449e-4
sracz	1	-	-	ubikacja	NA	a	cz	a	a	6.456012938097778e-4	-7.386407942558738e-4
srebrniak	3	-	-	NOT FOUND	NA	a	k	eia	a	2.6217531366878926e-4	-1.9978131719272833e-4
srebrnik	2	-	-	dawny pieniądz srebrny	артефакт	a	k	ei	i	-1.7609678311397185e-4	-2.028624597044283e-4
srebrnodrzew	3	-	-	NOT FOUND	NA	both	w	eoe	e	2.8222168094629336e-4	3.8256736956883804e-4
srebrnogłów	3	-	-	NOT FOUND	NA	both	w	eoó	ó	3.892916151422683e-4	-4.254722660171563e-4
srom	1	-	-	zewnętrzne narządy płciowe kobiet i samic ssaków	NA	u	m	o	o	6.100863747016414e-4	-6.65628592732249e-4
srożypląt	3	-	-	NOT FOUND	NA	u	t	oyą	ą	2.3750617689857347e-4	-5.145258552549586e-4
ssak	1	-	-	kręgowiec, którego młode karmią się mlekiem matki	NA	a	k	a	a	4.999793281568941e-4	-5.077738109364813e-4
stabilistor	4	-	-	NOT FOUND	NA	a	r	aiio	o	3.155891898059231e-4	-1.5976189441799268e-4
stabilitron	4	-	-	przyrząd elektroniczny stosowany do stabilizacji napięcia	артефакт	u	n	aiio	o	3.749123361143191e-4	-2.76210007228894e-4
stabilizator	5	-	-	przyrząd do utrzymywania stałej wartości wielkości fizycznej	артефакт	a	r	aiiao	o	3.0528965790932217e-4	5.172100119017344e-5
stadiał	3	-	-	krótki, chłodniejszy okres w glacjale, podczas którego lodowce zwiększają swój zasięg	NA	u	ł	aia	a	4.231185894709196e-4	-4.6807421023874733e-4
stadion	3	-	-	odkryty obiekt przeznaczony do przeprowadzania zawodów sportowych	NA	u	n	aio	o	4.0012604370748647e-4	-0.00038076385346375637
staf	1	-	-	NOT FOUND	NA	u	f	a	a	6.149239890985777e-4	-6.937158453100869e-4
staj	1	-	-	dawna miara długości, różna w różnych okresach i okolicach	NA	u	j	a	a	6.710169632650173e-4	-6.969169826046858e-4
stalag	2	-	-	w okresie II wojny światowej: niemiecki obóz dla jeńców wojennych – szeregowców i podoficerów	NA	u	g	aa	a	5.507107020243519e-4	-5.665869132866619e-4
stalagmit	3	-	-	naciek wapienny w postaci kopuły, słupa lub iglicy, powstający na dnie jaskini	NA	u	t	aai	i	-5.192531237848277e-4	-2.8858988979555284e-4
stalagmometr	4	-	-	przyrząd do mierzenia napięcia powierzchniowego cieczy przez pomiar masy jej kropel	артефакт	u	tr	aaoe	e	2.874703149452646e-4	7.75980587517521e-4
stalagnat	3	-	-	naciek wapienny w postaci słupa sięgającego od dna do sklepienia jaskini, powstały w wyniku połączenia się stalaktytu ze stalagmitem	NA	u	t	aaa	a	2.733844560064542e-4	-4.0666991226818256e-4
stalak	2	-	-	NOT FOUND	NA	a	k	aa	a	0.00040218475133424843	-3.432732908417631e-4
stalaktyt	3	-	-	naciek wapienny w postaci sopla zwisającego ze stropu jaskini	NA	u	t	aay	y	-5.245495923414173e-4	-4.1187644297376876e-4
staloryt	3	-	-	technika graficzna polegająca na wygrawerowaniu rysunku na płycie stalowej, pokryciu go farbą i odbiciu na papierze; też: odbitka, rycina wykonana tą techniką	NA	u	t	aoy	y	-3.981320590987218e-4	-4.108596210303875e-4
staloskop	3	-	-	NOT FOUND	NA	u	p	aoo	o	4.130048682071323e-4	-4.1095774183438167e-4
stan	1	-	-	sytuacja, w której ktoś lub coś się znajduje	NA	u	n	a	a	6.094180434706081e-4	-6.938287933395769e-4
stanazolol	4	-	-	NOT FOUND	NA	u	l	aaoo	o	2.6700866689883303e-4	-2.3350469955370827e-4
stand	1	-	-	trybuna dla widzów wyścigów konnych	NA	u	nd	a	a	6.441317891997336e-4	-7.388315552461087e-4
standard	2	-	-	poziom towarów lub usług, zwłaszcza spełniający podstawowe wymagania	NA	u	rd	aa	a	5.807761155042951e-4	-6.088541155646519e-4
standing	2	-	-	wysoki poziom i wysoka jakość rzeczy	NA	u	ng	ai	i	-3.9465364596510846e-4	-4.435931495654407e-4
staniol	3	-	-	NOT FOUND	NA	u	l	aio	o	3.895040692478157e-4	-2.9694843499221787e-4
stanislador	4	-	-	złota moneta polska z czasów Stanisława Augusta	артефакт	a	r	aiao	o	4.393007424770617e-4	-1.0071129498490973e-4
stannin	2	-	-	NOT FOUND	NA	u	n	ai	i	-1.602040192850589e-4	-4.0731962787480326e-4
stanozolol	4	-	-	NOT FOUND	NA	u	l	aooo	o	2.4206488529864535e-4	-2.3062249337432316e-4
stapel	2	-	-	betonowa płaszczyzna w stoczni pochylona w kierunku wody, służąca do budowy i spuszczania na wodę statków	NA	a	l	ae	e	4.4532313845559255e-4	3.152131795999297e-4
star	1	-	-	stara kobieta	NA	a	r	a	a	6.497371350821927e-4	-5.560872374978367e-4
starking	2	-	-	NOT FOUND	NA	u	ng	ai	i	-3.9465364596510846e-4	-4.435931495654407e-4
starlit	2	-	-	NOT FOUND	NA	u	t	ai	i	-2.692429826273885e-4	-4.152503752438308e-4
starodruk	3	-	-	druk wydany przed 1800 r.	NA	u	k	aou	u	3.4175853393214e-4	-3.479409675709601e-4
starodrzew	3	-	-	las złożony ze starych drzew	NA	u	w	aoe	e	2.678362257871667e-4	4.3260583299029786e-4
starowin	3	-	-	wódka gatunkowa wytrawna	NA	u	n	aoi	i	-3.390689369160535e-4	-2.790149385124515e-4
staroć	2	-	-	rzecz stara, niemodna, choć czasem dla niektórych wartościowa; też: utwór pochodzący sprzed wielu lat	NA	a	ć	ao	o	5.686700488218899e-4	-2.812801133386689e-4
start	1	-	-	rozpoczęcie biegu, wyścigu	NA	u	rt	a	a	6.708507067958647e-4	-7.189344251240945e-4
startboks	2	-	-	NOT FOUND	NA	u	ks	ao	o	5.220675262014685e-4	-4.5150139847433685e-4
starzec	2	-	-	człowiek stary	NA	a	c	ae	e	3.5382774149460744e-4	0.0012436566933732658
stasimon	3	-	-	w starożytnej tragedii greckiej: pieśń chóru rozdzielająca epejsodia	NA	u	n	aio	o	4.0012604370748647e-4	-0.00038076385346375637
stassanizator	5	-	-	urządzenie do pasteryzacji mleka i bardzo szybkiego jego schłodzenia	артефакт	a	r	aaiao	o	3.3455514968524445e-4	4.7969217869990774e-5
statecznik	3	-	-	nieruchoma część usterzenia statku powietrznego przeznaczona do zwiększania jego stateczności w czasie lotu	часть предмета	a	k	aei	i	-3.778319985424099e-4	-1.1657101258735781e-4
statoblast	3	-	-	NOT FOUND	NA	u	st	aoa	a	4.136608950795413e-4	-4.455765714909475e-4
statolit	3	-	-	u niektórych zwierząt: część składowa narządu zmysłu równowagi	часть предмета	u	t	aoi	i	-3.7045753836287813e-4	-3.138829824612226e-4
stator	2	-	-	nieruchoma część maszyny elektrycznej	часть предмета	a	r	ao	o	6.428372385299994e-4	-3.975221551859039e-4
statoskop	3	-	-	przyrząd pokładowy wskazujący małe zmiany wysokości lotu	артефакт	u	p	aoo	o	5.126471061271126e-4	-3.8966429880354274e-4
status	2	-	-	stan prawny jakiejś osoby, instytucji lub organizacji	NA	u	s	au	u	5.87231477443069e-4	-6.832697921256671e-4
statut	2	-	-	zbiór przepisów określających strukturę, zadania i sposób działania instytucji lub organizacji	NA	u	t	au	u	4.6962133005906437e-4	-6.481479049817159e-4
statyw	2	-	-	podstawa służąca do ustawiania różnych aparatów	NA	u	w	ay	y	-2.3668328204283322e-4	-4.71708339035544e-4
staurolit	4	-	-	żółtawo- lub czerwonobrunatny minerał, często tworzący charakterystyczne kryształy w kształcie krzyża	NA	u	t	auoi	i	-5.50766669361826e-4	-1.9123531266419572e-4
staw	1	-	-	śródlądowy zbiornik stojącej wody	NA	u	w	a	a	5.626921050006383e-4	-6.452319235586479e-4
stawiacz	3	-	-	okręt przeznaczony do umieszczania min w morzu	NA	a	cz	aia	a	4.108012569211833e-4	-4.403629006243418e-4
stałopłat	3	-	-	NOT FOUND	NA	both	t	aoa	a	2.829382612219967e-4	-4.2719245969013623e-4
staż	1	-	-	praktyczna nauka zawodu odbywana w jakiejś instytucji przez absolwentów szkoły lub studiów, czasem stanowiąca próbny okres ich pracy; też: czas tej nauki	NA	u	ż	a	a	6.455347674182967e-4	-7.675842281509505e-4
steak	2	-	-	NOT FOUND	NA	u	k	ea	a	4.0857279572469843e-4	-3.3881242415307027e-4
stearan	3	-	-	NOT FOUND	NA	u	n	eaa	a	3.791132290857084e-4	-4.177804203353251e-4
stearynian	5	-	-	sól lub ester kwasu stearynowego	NA	u	n	eayia	a	1.307101982075633e-4	-1.9453152793171826e-4
steatyt	3	-	-	minerał używany jako materiał rzeźbiarski	материал	u	t	eay	y	-4.7395402017858445e-4	-4.802517584428818e-4
stebnik	2	-	-	NOT FOUND	NA	a	k	ei	i	-2.757390210339523e-4	-2.2415590273526723e-4
steelon	3	-	-	NOT FOUND	NA	u	n	eeo	o	4.2450503024585046e-4	-3.732700483379369e-4
steeplechase	5	-	-	konny albo pieszy bieg z przeszkodami	NA	u	V	eeeae	e	-6.801320586014463e-5	6.438293044383203e-4
stefanit	3	-	-	NOT FOUND	NA	u	t	eai	i	-4.435530638191274e-4	-2.825002487004592e-4
stefanotis	4	-	-	NOT FOUND	NA	a	s	eaoi	i	-5.6976065618475e-4	-2.876862307797249e-4
stek	1	-	-	kotlet z mięsa wołowego, wieprzowego lub cielęcego	NA	u	k	e	e	4.422365365198199e-4	1.5454781536951013e-4
stelaż	2	-	-	konstrukcja, która podtrzymuje lub usztywnia coś	NA	both	ż	ea	a	5.54128234986101e-4	-5.986228413675395e-4
stellit	2	-	-	twardy stop używany do wyrobu zakończeń narzędzi skrawających	NA	u	t	ei	i	-2.7533926906256784e-4	-4.181416325073904e-4
stempel	2	-	-	przyrząd służący do odbijania pieczęci, wzoru	артефакт	a	l	ee	e	5.465029587598856e-4	2.952310671929191e-4
sten	1	-	-	pistolet maszynowy o prostej konstrukcji	артефакт	a	n	e	e	6.513174897535143e-4	-1.0213724002746663e-5
stenogram	3	-	-	zapis stenograficzny tekstu mówionego	NA	u	m	eoa	a	3.831347194000767e-4	-4.1798329038335546e-4
stenopis	3	-	-	NOT FOUND	NA	u	s	eoi	i	-3.024280026938507e-4	-3.386207518069003e-4
stent	1	-	-	dziurkowana rurka wszczepiana do naczynia krwionośnego, zapobiegająca ponownemu zwężeniu się naczynia	NA	u	nt	e	e	5.647124550148446e-4	8.334104462395981e-5
stentor	2	-	-	NOT FOUND	NA	a	r	eo	o	5.636228904089704e-4	-3.720091993034893e-4
step	1	-	-	amerykański taniec towarzyski w stylu ragtime	NA	u	p	e	e	5.660011858482406e-4	-6.481750450086802e-5
ster	1	-	-	przesuwać ster maksymalnie w prawo lub w lewo	NA	u	r	e	e	5.919943434451185e-4	1.0623438880815466e-4
steradian	4	-	-	jednostka miary kąta bryłowego	единица измерения	a	n	eaia	a	4.192914244134242e-4	-3.723734130723926e-4
sterbort	2	-	-	NOT FOUND	NA	u	rt	eo	o	5.847364621226428e-4	-5.34856386929747e-4
stereoautograf	7	-	-	NOT FOUND	NA	u	f	eeoauoa	a	2.6087443929407564e-4	9.916717292427423e-5
stereobat	4	-	-	NOT FOUND	NA	u	t	eeoa	a	1.4359420752140808e-4	-3.306057754318085e-4
stereobiektyw	6	-	-	fotograficzna nasadka stereoskopowa służąca do robienia zdjęć plastycznych	артефакт	u	w	eeoiey	y	-3.422112700863246e-4	8.188292890416836e-5
stereofon	4	-	-	NOT FOUND	NA	u	n	eeoo	o	2.791291268223041e-4	-3.0878895884959857e-4
stereograf	4	-	-	NOT FOUND	NA	u	f	eeoa	a	2.5813911649170723e-4	-3.22562080033291e-4
stereogram	4	-	-	para zdjęć tego samego przedmiotu wykonanych w ten sposób, że przy ich obserwacji w stereoskopie otrzymuje się trójwymiarowy obraz	NA	u	m	eeoa	a	2.51424629326666e-4	-3.2614552985152655e-4
stereokardiograf	7	-	-	przyrząd do badania pracy serca metodą stereokardiografii	артефакт	u	f	eeoaioa	a	3.8772820886007545e-4	1.2634128223715672e-4
stereokomparator	7	-	-	urządzenie pozwalające na jednoczesne oglądanie dwóch zdjęć tego samego obiektu, wykonanych z różnych punktów	артефакт	a	r	eeooaao	o	4.628142851289597e-4	3.5328185780512093e-4
stereomagnetofon	7	-	-	NOT FOUND	NA	u	n	eeoaeoo	o	2.6352031232338113e-4	1.223122927286216e-4
stereometr	4	-	-	NOT FOUND	NA	u	tr	eeoe	e	2.0816608106229552e-4	8.004229070829368e-4
stereomikrometr	6	-	-	NOT FOUND	NA	u	tr	eeoioe	e	9.515344129380495e-5	0.0011256073867738508
stereomikroskop	6	-	-	mikroskop wyposażony w dwa okulary, dający wrażenie trójwymiarowości	артефакт	u	p	eeoioo	o	3.151919697486439e-4	-1.9513566890698674e-5
stereoradian	6	-	-	NOT FOUND	NA	a	n	eeoaia	a	1.424243093928524e-4	-2.5370358064222152e-5
stereoskop	4	-	-	przyrząd optyczny umożliwiający obserwowanie trójwymiarowych obrazów sfotografowanych przedmiotów	артефакт	u	p	eeoo	o	3.9309729875699117e-4	-3.2080585328604205e-4
stereotelewizor	7	-	-	NOT FOUND	NA	a	r	eeoeeio	o	3.2093154136842865e-4	3.223569839680432e-4
stereotyp	4	-	-	funkcjonujący w świadomości społecznej uproszczony i zabarwiony wartościująco obraz rzeczywistości	NA	u	p	eeoy	y	-4.413249958923954e-4	-4.005427366682473e-4
stermaszt	2	-	-	ostatni, tylny maszt na statku żaglowym z ożaglowaniem rejowym	NA	u	szt	ea	a	6.15873115540129e-4	-6.141282008079654e-4
sternit	2	-	-	gaz bojowy	вещество	u	t	ei	i	-2.3169727746587938e-4	-5.010045329119361e-4
sterownik	3	-	-	układ elektroniczny lub program umożliwiający komputerowi i działającym na nim programom sterowanie urządzeniem peryferyjnym	NA	a	k	eoi	i	-4.204379020492399e-4	-1.09513134890826e-4
stertownik	3	-	-	NOT FOUND	NA	a	k	eoi	i	-4.204379020492399e-4	-1.09513134890826e-4
steryd	2	-	-	związek organiczny pełniący w zależności od odmiany rolę witaminy, hormonu, kwasu żółciowego itd.	NA	u	d	ey	y	-2.5696371088703546e-4	-5.603610822603788e-4
sterylizator	5	-	-	aparat do wyjaławiania narzędzi chirurgicznych, materiałów opatrunkowych itp.	артефакт	a	r	eyiao	o	3.123297422160737e-4	5.3326239657872456e-5
stetoskop	3	-	-	słuchawka lekarska w kształcie prostej rurki zakończonej lejkowato	NA	u	p	eoo	o	4.159070604627284e-4	-4.187085282974859e-4
stetson	2	-	-	kapelusz filcowy o szerokim rondzie i głębokim denku, noszony przez kowbojów	артефакт	a	n	eo	o	6.229460367173663e-4	-4.884573121143906e-4
sticharion	4	-	-	NOT FOUND	NA	u	n	iaio	o	2.6446019878226154e-4	-3.1815055108627585e-4
