word	syllables	suffix	meaning	semantics	ending	cons.cluster	all_vowels	last_vowel	1	2
ohňostroj	3	-	NOT FOUND	NA	u	j	ooo	o	-3.9508136579016035e-4	4.996251658920246e-4
ohřev	2	-	NOT FOUND	NA	u	v	oe	e	8.061072251684297e-4	7.826670380179755e-4
ohřívač	3	ač	NOT FOUND	NA	u	č	oía	a	-8.362844240890977e-4	-0.010695418618130352
okamžik	3	-	NOT FOUND	NA	u	k	oai	i	0.001231083255575338	-8.275003125077735e-5
okap	2	-	NOT FOUND	NA	u	p	oa	a	-0.0014602864732837395	-4.372080114474363e-4
okraj	2	-	NOT FOUND	NA	u	j	oa	a	-0.0012558246324523234	-7.599453229561842e-4
okres	2	-	NOT FOUND	NA	u	s	oe	e	5.56911379793272e-4	0.001280186446498746
okrsek	2	ek	NOT FOUND	NA	u	k	oe	e	0.0037661367154439005	7.351809390055593e-4
okruh	2	-	NOT FOUND	NA	u	h	ou	u	-0.0018724849495873519	0.0016960136603224932
okultismus	4	-	názor o existenci nadpřirozených (neznámých) sil a skutečnosti i praktiky s nimi spojené	абстрактное понятие	u	s	ouiu	u	-0.0028625598640516212	0.0023193477157260347
okurek	3	ek	NOT FOUND	NA	u	k	oue	e	0.005343754460730089	5.190589304356172e-4
olej	2	-	NOT FOUND	NA	u	j	oe	e	9.056910185131299e-4	8.62587503576855e-4
omak	2	-	NOT FOUND	NA	u	k	oa	a	-9.37463187012297e-5	-9.598776721090143e-4
omezovač	4	ač	NOT FOUND	NA	u	č	oeoa	a	-0.0018400591515624187	-0.01134318887013118
omyl	2	-	NOT FOUND	NA	u	l	oy	y	-0.0010153328480080749	7.184364484031038e-4
onyx	2	-	černobílý nebo červenobílý achát, polodrahokam / viz Akademický slovník cizích slov	вещество	u	x	oy	y	-0.0013610952149083987	9.997366107763915e-4
opak	2	-	NOT FOUND	NA	u	k	oa	a	-9.37463187012297e-5	-9.598776721090143e-4
opakovač	4	ač	NOT FOUND	NA	u	č	oaoa	a	-0.0018400591515624223	-0.011343188870131181
opar	2	-	NOT FOUND	NA	u	r	oa	a	-0.0012843641747469605	-9.208564946790858e-4
opasek	3	ek	NOT FOUND	NA	u	k	oae	e	0.005408464435593747	6.681562111442312e-4
operátor	4	-	početní symbol, symbol předepisující určitou početní operaci, všeobecná instrukce, kvantifikátor; pracovník obsluhující počítač	NA	u	r	oeáo	o	-0.0014216779786648864	-1.7974410351826275e-4
opis	2	-	NOT FOUND	NA	u	s	oi	i	-0.0017167352617524839	5.135649961618314e-4
orbital	3	-	vlnová funkce jednoho elektronu; oblast nejpravděpodobnějšího výskytu elektronu	NA	u	l	oia	a	-1.5052671001252967e-4	-0.0013878297037644637
organizátor	5	-	NOT FOUND	NA	u	r	oaiáo	o	-0.0022800130557269664	0.0022699235349717076
orgán	2	án	1. část organizmu mající určitou funkci, ústrojí; 2. osoba pověřená výkonnou mocí; 3. prostředník k projevení vůle, názoru (instituce, časopis)	NA	u	n	oá	á	-1.1699766686033249e-4	-0.004316876947146665
orkán	2	án	vítr s ničivými účinky, s rychlostí větší než 118 km/hod	NA	u	n	oá	á	-1.1699766686033249e-4	-0.004316876947146665
ornament	3	-	lineární nebo plastický ozdobný umělecký útvar; ozdoba	NA	u	nt	oae	e	0.0031373827662046494	8.19647027190863e-4
ortel	2	-	rozsudek; nemilosrdné zhodnocení	NA	u	l	oe	e	0.0010693366778502444	5.795209864358903e-4
osciloskop	4	-	NOT FOUND	NA	u	p	oioo	o	-0.001675339075571577	5.710306393663446e-4
ostatek	3	ek	NOT FOUND	абстрактное понятие	u	k	oae	e	0.004959478089300672	0.0011712013951816502
osten	2	-	NOT FOUND	NA	u	n	oe	e	9.113202170891768e-4	5.541609483275155e-4
ostrov	2	-	NOT FOUND	NA	a	v	oo	o	-0.0013584666926601912	7.416217680718314e-4
ostrůvek	3	ek	NOT FOUND	NA	u	k	oůe	e	0.005530102585663725	4.986914634799528e-4
ostych	2	-	NOT FOUND	NA	u	ch	oy	y	-0.0012631233325239761	0.0010387608802962954
osud	2	-	NOT FOUND	NA	u	d	ou	u	-0.0018045451658523142	0.0015409379811694643
osvit	2	-	NOT FOUND	NA	u	t	oi	i	-0.0012352243595817357	-1.6702445407623052e-4
otazník	3	-	NOT FOUND	NA	u	k	oaí	í	0.0027568564128153477	-1.0882314257088837e-4
otisk	2	-	NOT FOUND	NA	u	sk	oi	i	-0.0014381569686339843	1.5801592546164098e-4
otok	2	-	NOT FOUND	NA	u	k	oo	o	-9.680458556439713e-5	6.216098844778807e-4
otvor	2	-	NOT FOUND	NA	u	r	oo	o	-0.001287422441610128	6.606310619078092e-4
otvírák	3	ák	NOT FOUND	NA	u	k	oíá	á	0.0031364932099746923	-0.004217476530198634
otáčkoměr	4	-	NOT FOUND	NA	u	r	oáoě	ě	-0.001257455567630832	-4.440061929197664e-4
otěr	2	-	NOT FOUND	NA	u	r	oě	ě	-0.0011315260828788111	3.8191052857830445e-4
otřes	2	-	NOT FOUND	NA	u	s	oe	e	5.56911379793272e-4	0.001280186446498746
ovladač	3	ač	NOT FOUND	NA	u	č	oaa	a	-8.456411969525283e-4	-0.009490322204188979
ovládač	3	ač	NOT FOUND	NA	u	č	oáa	a	-8.362844240891e-4	-0.010695418618130356
oxid	2	-	sloučenina chemického prvku s kyslíkem, kysličník	вещество	u	d	oi	i	-0.0017629678038848108	-8.32712127239821e-5
oznamovatel	5	-	NOT FOUND	NA	u	l	oaoae	e	-2.2050379584770524e-4	0.002058955587548738
ořech	2	-	NOT FOUND	NA	u	ch	oe	e	8.21546193334343e-4	8.99845418329082e-4
oříšek	3	ek	NOT FOUND	NA	u	k	oíe	e	0.005414301345448885	1.1396313502200629e-4
oštěp	2	-	NOT FOUND	NA	u	p	oě	ě	-0.00130744838141559	8.655590118099539e-4
pach	1	-	NOT FOUND	NA	u	ch	a	a	-0.001899763832002188	-3.643164662687798e-4
pacholek	3	ek	NOT FOUND	NA	u	k	aoe	e	0.005070849104103871	5.895022601460676e-4
padák	2	ák	NOT FOUND	NA	u	k	aá	á	0.001725266446276661	-0.003963967108281674
padělek	3	ek	NOT FOUND	NA	u	k	aěe	e	0.005530102585663725	4.986914634799543e-4
pahorek	3	ek	NOT FOUND	NA	u	k	aoe	e	0.005070849104103871	5.895022601460676e-4
pahýl	2	-	NOT FOUND	NA	u	l	aý	ý	-9.566436843711142e-4	-0.001346808799147011
paket	2	-	balík, svazek	артефакт	u	t	ae	e	9.253470365832035e-4	5.015213250635897e-4
pakt	1	-	NOT FOUND	NA	u	kt	a	a	-0.0017130554183229308	-4.4557154191713705e-4
palcát	2	-	NOT FOUND	NA	u	t	aá	á	-1.0675365004463532e-4	-0.0025077461660834976
palec	2	ec	NOT FOUND	NA	u	c	ae	e	0.004337065758516737	0.0015956328232364751
palmtop	2	-	NOT FOUND	NA	u	p	ao	o	-0.001526834084663249	0.0011245874614136033
pamlsek	2	ek	NOT FOUND	NA	u	k	ae	e	0.0038684101350468895	7.062330914317988e-4
památník	3	-	NOT FOUND	NA	u	k	aáí	í	0.0025061446183314005	-5.501584953213759e-5
pancíř	2	-	NOT FOUND	NA	u	ř	aí	í	7.160724814109336e-4	-0.002367079343320673
panel	2	-	NOT FOUND	NA	u	l	ae	e	0.0011716100974532334	5.505731388621296e-4
pant	1	-	okenní nebo dveřní závěs; popruh; ústa, pusa, huba	NA	u	nt	a	a	-0.0012262549792817273	-3.774901295456705e-4
panter	2	-	levhart, leopard	NA	u	r	ae	e	9.794248958214819e-4	6.727284842801927e-4
panák	2	ák	NOT FOUND	NA	u	k	aá	á	0.001725266446276661	-0.003963967108281674
paprsek	2	ek	NOT FOUND	NA	u	k	ae	e	0.0038684101350468895	7.062330914317988e-4
papyrus	3	-	šáchor papírodárný; rostlina, ze které se ve starověku vyráběla látka na psaní; tato látka; rukopis na něm psaný	вещество	u	s	ayu	u	-0.0015972663910106884	0.0021438590593864247
papír	2	-	NOT FOUND	вещество	u	r	aí	í	2.16052267038747e-5	-9.02951077373092e-5
papírek	3	ek	NOT FOUND	NA	u	k	aíe	e	0.005530102585663727	4.986914634799534e-4
para	2	-	olejnaté semeno juvie ztepilé, juviový ořech	NA	a	V	aa	a	-7.83213923275105e-4	-0.001722934395600277
paragliding	4	-	sportovní parašutistická disciplína se speciálně upraveným padákem	NA	u	ng	aaii	i	-0.001812225524323556	-8.779283516753756e-4
paragon	3	-	pokladní blok, účtenka	NA	u	n	aao	o	-4.2771445753033246e-4	2.3659513375283884e-4
paragraf	3	-	vymezená a číslem označená část zákona, právní normy, odborného spisu; grafická značka pro odsek	NA	u	f	aaa	a	-5.566572209258586e-4	-0.0021565673743626054
parapet	3	-	podokenní část stěny, poprsník; nízká zídka sloužící jako zábradlí	NA	u	t	aae	e	0.0015829209575713068	3.45020134913686e-4
parašutismus	5	-	seskoky z výsadkového letadla s použitím padáku	артефакт	u	s	aauiu	u	-0.00338401444891586	0.003880822673776509
pardon	2	-	prominutí, odpuštění, milost; žádost o dovolení; omluva	NA	u	n	ao	o	-0.0013167430452557859	4.934235946555159e-4
parfém	2	-	voňavka; vůně	NA	u	m	aé	é	-0.0012003586650907074	1.58358727077662e-4
park	1	-	NOT FOUND	NA	u	rk	a	a	-0.001890259158979097	-6.025751890740391e-4
parlament	3	-	shromáždění poslanců, sněm, sněmovna; v některých státech nejvyšší zastupitelský orgán	NA	u	nt	aae	e	0.00203955372166209	6.320948937051932e-4
parník	2	-	NOT FOUND	NA	u	k	aí	í	0.0014798375931886695	-1.0201874510613013e-4
paroh	2	-	NOT FOUND	NA	u	h	ao	o	-0.0015177096979799912	8.049861031550692e-4
part	1	-	notový zápis jednoho hlasu skladby, partes; úloha (divadelní, filmová)	NA	u	rt	a	a	-0.002001451524830301	-2.9720589972845237e-4
pas	1	-	1. úřední průkaz nebo oprávnění, cestovní doklad; 2. ve sportovních hrách obvykle delší přihrávka; 3. hláška v kartách o vynechání hry; 4. taneční krok; 5. průsmyk, průchod horským sedlem	NA	u	s	a	a	-0.0021643986455432587	1.6024561900884082e-5
pascal	2	-	jednotka pro tlak	NA	u	l	aa	a	-0.0012115346008859096	-0.0017297484158664337
pastorek	3	ek	1. ozubené kolo s malým počtem zubů; 2. nevlastní dítě	NA	u	k	aoe	e	0.005070849104103871	5.895022601460676e-4
pasťák	2	ák	NOT FOUND	NA	u	k	aá	á	0.001725266446276661	-0.003963967108281674
pat	1	-	nerozhodný šachový výsledek; bezvýchodné postavení	NA	u	t	a	a	-0.0016828877433725106	-6.645648883371779e-4
patent	2	-	1. právně chráněný vynález; 2. výsadní listina, dokument, právní norma; výsada; 3. lem, pružná pletenina na svetry kolem pasu, na rukávech	абстрактное понятие	u	nt	ae	e	0.0011483421193647179	0.00136076909151585
patos	2	-	vzrušený stav, prudké hnutí mysli; vzletný způsob projevu	NA	u	s	ao	o	-0.0016711518825516906	0.0012194490928267463
patriotismus	5	-	vlastenectví, láska k rodišti	абстрактное понятие	u	s	aioiu	u	-0.003720894941113707	0.004769015354216006
patron	2	-	ochránce, příznivec; divný člověk, podivín	NA	u	n	ao	o	-0.0013167430452557859	4.934235946555159e-4
patronát	3	-	ochrana, záštita, patronace	абстрактное понятие	u	t	aoá	á	-7.831208984382192e-5	-0.0013712969038601815
pavilon	3	-	ozdobná stavba; stavba postavená na speciální účely	NA	u	n	aio	o	-4.0222228801888694e-4	2.601200757509148e-4
pazourek	4	ek	NOT FOUND	NA	u	k	aoue	e	0.004526327858190408	-1.4907878852087227e-4
pačes	2	-	NOT FOUND	NA	u	s	ae	e	6.59184799396261e-4	0.0012512385989249853
pařez	2	-	NOT FOUND	NA	u	z	ae	e	9.988656306415438e-4	6.095047157857352e-4
pařát	2	-	NOT FOUND	NA	u	t	aá	á	-1.0675365004463532e-4	-0.0025077461660834976
pažit	2	-	NOT FOUND	NA	u	t	ai	i	-0.0012994701161303283	-3.1785222057356346e-4
pekáč	2	áč	NOT FOUND	NA	u	č	eá	á	3.9702448661966344e-5	-0.00849444631728933
pelech	2	-	NOT FOUND	NA	u	ch	ee	e	7.702426190329439e-4	8.694636078398791e-4
pelyněk	3	-	NOT FOUND	NA	u	k	eyě	ě	0.0014630624827369207	1.4319090426361938e-4
pendrek	2	ek	1. černohnědá až černá gumovitá tyčinka obsahující výtažek z oddenku lékořice; 2. gumový obušek policistů; 3. vůbec nic	NA	u	k	ee	e	0.0037148331411425025	7.047991285163564e-4
penis	2	-	mužský pohlavní orgán, pyj	NA	u	s	ei	i	-0.001736835162202094	7.113818101235995e-4
peníz	2	-	NOT FOUND	NA	u	z	eí	í	3.6809553754127135e-4	-1.2168256930980128e-5
pepř	1	-	NOT FOUND	NA	u	př	e	e	4.079635443948466e-4	0.0015121617753196103
periskop	3	-	optický přístroj k nepřímému pozorování; jednoduchý symetrický objektiv	артефакт	u	p	eio	o	-8.613461584942034e-4	8.947697422561036e-4
perlík	2	-	NOT FOUND	NA	u	k	eí	í	0.00153927265876694	1.2034334133548851e-5
personál	3	-	kolektiv lidí zaměstnaných, obsluhujících	NA	u	l	eoá	á	5.326614307090519e-4	-0.0019825832253920167
pervitin	3	in	uměle připravená droga typu benzedrinu s účinky podobnými účinkům kokainu	NA	u	n	eii	i	-6.840437822235715e-4	-6.299774830615079e-4
pesimismus	4	-	bezvýchodnost, beznaděj, ztráta perspektiv, škarohlídství, nedůvěra v budoucnost	абстрактное понятие	u	s	eiiu	u	-0.0028625598640516212	0.002319347715726035
petrklíč	2	-	NOT FOUND	NA	u	č	eí	í	2.765911398568313e-4	-0.002538808306439929
petrolej	3	-	NOT FOUND	NA	u	j	eoe	e	0.0014942801539303194	6.80457216335663e-4
pigment	2	-	prášková látka, nerozpustná v daném pojivu, používaná k barvení; látka různého chemického složení uložená zejm. v živočišných buňkách	вещество	u	nt	ie	e	0.001320625213041295	7.958038698940646e-4
piják	2	ák	NOT FOUND	NA	u	k	iá	á	0.0017260520912306331	-0.0036570003808410506
pik	1	-	NOT FOUND	NA	u	k	i	i	-7.463972299815456e-4	4.803434181555551e-4
piktogram	3	-	grafický znak znázorňující pojem nebo sdělení obrazově (např. dopravní značky), piktograf	NA	u	m	ioa	a	-3.659691377973266e-4	-0.0010410183212811173
pilník	2	-	NOT FOUND	NA	u	k	ií	í	0.0016403635579012984	-1.8190586241650293e-4
pilot	2	ot	1. řidič letadla nebo závodního automobilu; kormidelník, lodivod; 2. mořská ryba druhu makrel	NA	u	t	io	o	-0.0013387537971831919	6.532011759952912e-4
pilíř	2	-	NOT FOUND	NA	u	ř	ií	í	8.765984461235622e-4	-0.002446966460631046
pin	1	-	NOT FOUND	NA	u	n	i	i	-0.0019028463451565925	3.7184921205904567e-4
pionýr	3	-	1. průkopník, první osadník, člověk hledající nové cesty; 2. zákopník, příslušník ženijního vojska; 3. člen dětské (Pionýrské) organizace	NA	u	r	ioý	ý	-3.58865575851205e-4	-0.001048826502590694
pivot	2	ot	ve sportovních hrách obrat, otočka; pivotman	NA	u	t	io	o	-0.0013387537971831919	6.532011759952912e-4
pivovar	3	-	NOT FOUND	NA	u	r	ioa	a	-3.8746722787383537e-4	-0.0010771537673212336
piškot	2	ot	NOT FOUND	NA	u	t	io	o	-0.0013387537971831919	6.532011759952912e-4
plagiát	3	-	podvrh; úmyslná napodobenina vydávaná za vlastní dílo; umělecká nebo vědecká krádež	абстрактное понятие	u	t	aiá	á	2.2071645425582827e-4	-0.0019798055049488673
plakát	2	-	NOT FOUND	NA	u	t	aá	á	-1.0675365004463532e-4	-0.0025077461660834976
plamen	2	-	NOT FOUND	NA	u	n	ae	e	0.001013593636692166	5.252131007537548e-4
plast	1	-	materiál, jehož podstatnou složkou jsou polymery; umělá hmota	вещество	u	st	a	a	-0.0021796213975676946	-2.343373721197653e-4
plat	1	-	NOT FOUND	NA	u	t	a	a	-0.0016828877433725106	-6.645648883371779e-4
platan	2	an	NOT FOUND	NA	u	n	aa	a	-0.0016137868290138184	-0.0027706270563335445
playback	3	-	postsynchronní nahrání zvuku (obrazu) k obrazu (zvuku) předem natočenému; příslušné technické zařízení	NA	u	ck	aya	a	-4.085950028137027e-4	-0.004035854360557655
plebiscit	3	-	lidové hlasování, referendum	NA	u	t	eii	i	-3.931619654286695e-4	-1.639590079259575e-4
plech	1	-	NOT FOUND	NA	u	ch	e	e	-4.527792387093053e-5	0.0012113149146694713
ples	1	-	NOT FOUND	NA	u	s	e	e	-3.0991273741200155e-4	0.001591655942839135
plevel	2	-	NOT FOUND	NA	u	l	ee	e	0.0010180331035488453	5.491391759466874e-4
plnovous	3	-	NOT FOUND	NA	u	s	oou	u	-9.059990184554006e-4	0.0017433099694301988
plod	1	-	NOT FOUND	NA	u	d	o	o	-0.001963596206713927	0.0010888552667425312
plot	1	-	NOT FOUND	NA	u	t	o	o	-0.0017034672728499158	9.77804485329175e-4
plovák	2	ák	NOT FOUND	NA	u	k	oá	á	0.0016261392418417686	-0.004072992368876406
pluh	1	-	NOT FOUND	NA	u	h	u	u	-0.0023929460340878605	0.0021069567225904056
pluk	1	-	NOT FOUND	NA	u	k	u	u	-0.0010355302661886085	0.0019038884201873615
plurál	2	-	množné číslo	абстрактное понятие	u	l	uá	á	-5.4101826226837e-4	-0.0018632127997106386
plus	1	-	výhoda, klad, přednost; znaménko sčítání	NA	u	s	u	u	-0.00254638821865956	0.0025214197122620827
plyn	1	-	NOT FOUND	NA	u	n	y	y	-0.001731302355708392	0.0010843989943291933
plynovod	3	-	NOT FOUND	NA	u	d	yoo	o	-5.994208672406657e-4	5.69875384124608e-4
plán	1	-	NOT FOUND	NA	u	n	á	á	-0.0010842983227647499	-0.0015479637679766984
plánek	2	ek	NOT FOUND	NA	u	k	áe	e	0.004187838937928305	6.786845942056085e-4
plát	1	-	NOT FOUND	NA	u	t	á	á	-9.571962578899065e-4	-0.00150252772004353
plátek	2	ek	NOT FOUND	NA	u	k	áe	e	0.004187838937928305	6.786845942056085e-4
pláč	1	-	NOT FOUND	NA	u	č	á	á	-0.0011905307264998119	-0.003990312202453667
pláštík	2	-	NOT FOUND	NA	u	k	áí	í	0.0016053261690049242	9.217551866160763e-5
plášť	1	-	NOT FOUND	NA	u	šť	á	á	-0.0013664879582394526	-0.0016597918317914637
plíšek	2	ek	NOT FOUND	NA	u	k	íe	e	0.004275126415978845	6.822813033997128e-4
pobyt	2	-	NOT FOUND	NA	u	t	oy	y	-0.001046247243894299	7.385124582278976e-4
pochod	2	-	NOT FOUND	NA	u	d	oo	o	-0.0013862805697286117	6.696025077278958e-4
pocit	2	-	NOT FOUND	NA	u	t	oi	i	-0.0012352243595817357	-1.6702445407623052e-4
podavač	3	ač	NOT FOUND	NA	u	č	oaa	a	-8.456411969525283e-4	-0.009490322204188979
podchod	2	-	NOT FOUND	NA	u	d	oo	o	-0.0013862805697286117	6.696025077278958e-4
podhled	2	-	NOT FOUND	NA	u	d	oe	e	7.782933481000091e-4	7.106477776740399e-4
podklad	2	-	NOT FOUND	NA	u	d	oa	a	-0.0013832223028654442	-9.118850488589993e-4
podmět	2	-	NOT FOUND	NA	u	t	oě	ě	-9.702552771332835e-4	2.7983119298503504e-4
podnik	2	-	NOT FOUND	NA	u	k	oi	i	-2.0587730928153225e-4	-1.0396629591288962e-4
podnos	2	-	NOT FOUND	NA	u	s	oo	o	-0.0016076625380353488	0.0012391411765526018
podnož	2	-	NOT FOUND	NA	u	ž	oo	o	-0.0015235089817324313	8.628315614700074e-4
podnájem	3	-	NOT FOUND	NA	u	m	oáe	e	0.002504225193229803	5.015039338054497e-4
podnět	2	-	NOT FOUND	NA	u	t	oě	ě	-9.702552771332835e-4	2.7983119298503504e-4
podpatek	3	ek	NOT FOUND	NA	u	k	oae	e	0.005408464435593747	6.681562111442312e-4
podpis	2	-	NOT FOUND	NA	u	s	oi	i	-0.0017167352617524839	5.135649961618314e-4
podraz	2	-	NOT FOUND	NA	u	z	oa	a	-0.0012649234399268983	-9.840802631735433e-4
podrost	2	-	NOT FOUND	NA	u	st	oo	o	-0.0013552707796207202	0.0010160767825930599
podstavec	3	ec	NOT FOUND	NA	u	c	oae	e	0.005877120059063594	0.0015575559429489075
podsystém	3	-	NOT FOUND	NA	u	m	oyé	é	-2.989926005956975e-4	2.2376567386592832e-4
podtext	2	-	NOT FOUND	NA	u	xt	oe	e	0.0014640152776641865	0.0011786192336657815
podtitul	3	-	NOT FOUND	NA	u	l	oiu	u	-4.7253260172004267e-4	0.0010985800095523804
podtitulek	4	ek	NOT FOUND	NA	u	k	oiue	e	0.004526327858190408	-1.4907878852087248e-4
podtlak	2	-	NOT FOUND	NA	u	k	oa	a	-9.37463187012297e-5	-9.598776721090143e-4
podtón	2	-	NOT FOUND	NA	u	n	oó	ó	-0.00139318914346043	2.0990454234017813e-4
podvečer	3	-	NOT FOUND	NA	a	r	oee	e	0.0024118126189875536	5.206789822708235e-4
podvod	2	-	NOT FOUND	NA	u	d	oo	o	-0.0013862805697286117	6.696025077278958e-4
podvozek	3	ek	NOT FOUND	NA	u	k	ooe	e	0.004714540261936229	5.555460396512884e-4
podvrh	1	-	NOT FOUND	NA	u	dvrh	o	o	-0.002295679823340065	0.0016157601552758175
podvýbor	3	-	NOT FOUND	NA	u	r	oýo	o	-4.179032511915641e-4	4.680261484825618e-4
podzim	2	-	NOT FOUND	NA	u	m	oi	i	-0.0013749970752507544	-2.8809672442844583e-5
podíl	2	-	NOT FOUND	NA	u	l	oí	í	6.310182002077173e-4	-3.067648730525196e-5
pohlavek	3	ek	NOT FOUND	NA	u	k	oae	e	0.005408464435593747	6.681562111442312e-4
pohled	2	-	NOT FOUND	NA	u	d	oe	e	7.782933481000091e-4	7.106477776740399e-4
pohon	2	-	NOT FOUND	NA	u	n	oo	o	-0.0012532537007394439	5.131156783813712e-4
pohovor	3	-	NOT FOUND	NA	u	r	ooo	o	-4.2362090808479745e-4	3.38713994169123e-4
pohyb	2	-	NOT FOUND	NA	u	b	oy	y	-0.0014184701952740467	0.001081084720115381
pohár	2	-	NOT FOUND	NA	u	r	oá	á	-3.6715166022505504e-4	-0.00251469209108496
pohárek	3	ek	NOT FOUND	NA	u	k	oáe	e	0.0053717123423787025	4.988730949169392e-4
pohřeb	2	-	NOT FOUND	NA	u	b	oe	e	6.661993305842724e-4	9.421692581481673e-4
pojem	2	-	NOT FOUND	NA	u	m	oe	e	8.986495662950015e-4	7.378117778940699e-4
pokec	2	ec	NOT FOUND	NA	u	c	oe	e	0.004234792338913748	0.0016245806708102357
pokles	2	-	NOT FOUND	NA	u	s	oe	e	5.56911379793272e-4	0.001280186446498746
poklesek	3	ek	NOT FOUND	NA	u	k	oee	e	0.005300797858212962	5.541835894224295e-4
poklid	2	-	NOT FOUND	NA	u	d	oi	i	-0.0014953532934457467	-5.5973672662874526e-5
poklop	2	-	NOT FOUND	NA	u	p	oo	o	-0.0014633447401469068	0.0011442795451394587
poklopec	3	ec	NOT FOUND	NA	u	c	ooe	e	0.0051831958854060755	0.0014449457714559646
poklus	2	-	NOT FOUND	NA	u	s	ou	u	-0.0020259271341590513	0.00211047664999417
pokoj	2	-	NOT FOUND	NA	u	j	oo	o	-0.001258882899315491	8.215422336307108e-4
pokojík	3	ík	NOT FOUND	NA	both	k	ooí	í	0.004179045682307277	-3.905412442311012e-4
pokraj	2	-	NOT FOUND	NA	u	j	oa	a	-0.0012558246324523234	-7.599453229561842e-4
pokrm	1	-	NOT FOUND	NA	u	krm	o	o	-0.0022956798233400664	0.001615760155275818
pokrok	2	-	NOT FOUND	NA	u	k	oo	o	-9.680458556439713e-5	6.216098844778807e-4
pokus	2	-	NOT FOUND	NA	u	s	ou	u	-0.0020259271341590513	0.00211047664999417
pokyn	2	yn	NOT FOUND	NA	u	n	oy	y	-0.0013716829484320449	8.853007113306657e-4
pokřik	2	-	NOT FOUND	NA	u	k	oi	i	-2.0587730928153225e-4	-1.0396629591288962e-4
polibek	3	ek	NOT FOUND	NA	u	k	oie	e	0.00497665257658192	5.918109401979998e-4
polodrahokam	5	-	NOT FOUND	NA	u	m	ooaoa	a	-0.0022417552368509015	7.779746693826445e-4
poloměr	3	-	NOT FOUND	NA	u	r	ooě	ě	-3.0281870517312177e-4	2.641678391268265e-4
polotovar	4	-	NOT FOUND	NA	u	r	oooa	a	-0.0014796406051891366	-0.003438370512542661
poločas	3	-	NOT FOUND	NA	u	s	ooa	a	-5.385766343809839e-4	-3.52522306494683e-4
polygon	3	-	mnohoúhelník	NA	u	n	oyo	o	-4.7063704272507515e-4	4.286720390783663e-4
polynom	3	-	mnohočlen	абстрактное понятие	u	m	oyo	o	-9.322940398123251e-4	0.0011153680526823399
polyuretan	5	an	plast z izokyanátů a diolů používaný na výrobu vláken, lepidel, laků	вещество	u	n	oyuea	a	-0.0029615187505978384	-0.0011258882754506237
polštář	2	ář	NOT FOUND	NA	u	ř	oá	á	6.135043873153508e-4	-0.008191056850037716
polštářek	3	ek	NOT FOUND	NA	u	k	oáe	e	0.0053717123423787025	4.988730949169392e-4
pomník	2	-	NOT FOUND	NA	u	k	oí	í	0.0016294508546216965	5.245768068288265e-5
poměr	2	-	NOT FOUND	NA	u	r	oě	ě	-0.0011315260828788111	3.8191052857830445e-4
pondělek	3	ek	NOT FOUND	NA	both	k	oěe	e	0.005530102585663728	4.986914634799535e-4
ponor	2	-	NOT FOUND	NA	u	r	oo	o	-0.001287422441610128	6.606310619078092e-4
popel	2	-	NOT FOUND	NA	both	l	oe	e	0.0010693366778502444	5.795209864358903e-4
popis	2	-	NOT FOUND	NA	u	s	oi	i	-0.0017167352617524839	5.135649961618314e-4
popisek	3	ek	NOT FOUND	NA	u	k	oie	e	0.00497665257658192	5.918109401979998e-4
poplach	2	-	NOT FOUND	NA	u	ch	oa	a	-0.0013399694576311102	-7.226874082039573e-4
poplatek	3	ek	NOT FOUND	NA	u	k	oae	e	0.005408464435593747	6.681562111442312e-4
poprask	2	-	NOT FOUND	NA	u	sk	oa	a	-0.0013260259780536819	-6.978954507344837e-4
popruh	2	-	NOT FOUND	NA	u	h	ou	u	-0.0018724849495873519	0.0016960136603224932
popud	2	-	NOT FOUND	NA	u	d	ou	u	-0.0018045451658523142	0.0015409379811694643
popílek	3	ek	NOT FOUND	NA	u	k	oíe	e	0.005414301345448885	1.1396313502200629e-4
porcelán	3	án	NOT FOUND	NA	u	n	oeá	á	6.781665841076708e-4	-0.00500134569125522
porod	2	-	NOT FOUND	NA	u	d	oo	o	-0.0013862805697286117	6.696025077278958e-4
porost	2	-	NOT FOUND	NA	u	st	oo	o	-0.0013552707796207202	0.0010160767825930599
portfej	2	-	obor působnosti ministra; taška na písemnosti	артефакт	u	j	oe	e	6.90342353529324e-4	7.934596799535213e-4
portrét	2	-	podobizna	артефакт	u	t	oé	é	-0.0013558203848350158	2.1140203440864864e-4
portál	2	-	architektonicky upravený vchod, vjezd, začátek tunelu, přechod mezi hledištěm a jevištěm	NA	u	l	oá	á	-1.7496645859330337e-4	-0.002636847436503023
poryv	2	-	NOT FOUND	NA	u	v	oy	y	-0.0012785623006898895	9.215824999851892e-4
posilovač	4	ač	NOT FOUND	NA	u	č	oioa	a	-0.001840059151562418	-0.01134318887013118
poskok	2	-	NOT FOUND	NA	u	k	oo	o	-9.680458556439713e-5	6.216098844778807e-4
poslech	2	-	NOT FOUND	NA	u	ch	oe	e	8.21546193334343e-4	8.99845418329082e-4
posměch	2	-	NOT FOUND	NA	u	ch	oě	ě	-0.0011871313657629606	5.80079615053433e-4
posměšek	3	ek	NOT FOUND	NA	u	k	oěe	e	0.005530102585663728	4.986914634799535e-4
post	1	-	místo; postavení, funkce	NA	u	st	o	o	-0.0019325864166060355	0.001435329541607695
postel	2	el	NOT FOUND	NA	u	l	oe	e	0.00200714691161208	6.917133887669611e-4
