word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
plástik	+	-	2	k	ái	i	ik	"-a"	
pláštik	+	-	2	k	ái	i	ik	"-a ;"	
plastik	-	+	2	k	ai	i	ik	"-uplastická látka nahrádzajúca usne al. textil: kabelka z p-u;"	вещество
plast	-	+	1	st	a	a		"-usyntetická látka, kt. sa tvaruje a tvárni teplom a tlakom: hračky z p-ov;"	вещество
plást	-	+	1	st	á	á		"-udoskovitý útvar, doskovitá vrstva: p-y kôry;včelí p. majúci po obidvoch stranách včelie bunky;"	
platan	+	+	2	n	aa	a		"-a/-umohutný cudzokrajný listnatý strom pestovaný v parkoch, ;"	
platca	-	+	2		aa	a		"-u-oviaplatiteľ"	
plátenník	+	-	3	k	áeí	í	ník	"-a-civ min. výrobca plátna al. kupec s plátnom: oravskí p-i;"	
platík	+	-	2	k	aí	í	ík	"-a"	
platiteľ	+	-	3	ľ	aie	e		"-a-iakto platí, platca;"	
plátok	+	+	2	k	áo	o	ok	"-tka/-tku 1. : tenké p-y slaniny2.podradná tlač (najmä noviny)"	
platonik	+	-	3	k	aoi	i	ik	NOT FOUND	
platonizmus	-	+	4	s	aoiu	u		NOT FOUND	
plat	-	+	1	t	a	a		"-upravidelná peňaž. odmena za vykonávanú prácu: mesačný p.;mať dobrý p.; žobrácky p. veľmi malý;"	
plát	-	+	1	t	á	á		"-uniečo v podobe tenkého plochého útvaru: krájať mäso na p-y;"	
plaz	-	+	1	z	a	a		"-u-yspodná časť, plocha (pluhu, hoblíka ap.)"	
plebiscit	-	+	3	t	eii	i		"-uhlasovanie ľudu o závažnej polit. otázke"	
plecháč	+	-	2	č	eá	á	č	"-a 1. plechová nádoba 2.výrobok z plechu, z kovu ;"	
plecháčik	+	-	3	k	eái	i	ik	"-a"	
plech	-	+	1	ch	e	e		"-u 1. kovový materiál v podobe tenkého plátu: oceľový, hliníkový p., smaltovaný p.;strecha pokrytá p-om2. široká plytká nádoba na pečenie z takéhoto materiálu: dať cesto na vymastený p.;"	
plecniačik	+	-	4	k	eiai	i	ik	NOT FOUND	
plecniak	+	-	3	k	eia	a		"-aväčší plátenný vak s popruhmi na nosenie na chrbte: turistický p.;"	
plešivec	+	-	3	c	eie	e	ec	"-vcaplešivý človek"	
plesk	-	+	1	sk	e	e		NOT FOUND	
pleskot	-	+	2	t	eo	o	ot	NOT FOUND	
plesnivec	+	-	3	c	eie	e	ec	"-vcasivobiela plstnatá vysokohorská rastlina,"	
ples	-	+	1	s	e	e		"-uveľká tanečná zábava: maškarný p., reprezentačný p.;"	
pletkár	+	-	2	r	eá	á		"-aklebetník, intrigán;"	
pliešok	+	-	3	k	ieo	o	ok	"-ška, plieštek -akúsok plechu upravený na rozlič. ciele: p-y na podrážkach, vybíjať opasok p-mi"	
plieštek	+	-	3	k	iee	e		NOT FOUND	
plnič	+	-	1	č	i	i	č	"-a(prí)stroj na plnenie, plnička: automatický p."	
plochodrážnik	+	-	4	k	ooái	i	ik	"-a-ciplošinár"	
plod	-	+	1	d	o	o		"-u 1. rastlinný útvar obsahujúci semená: p-y ovocných stromov;zbierať lesné p-y2. zárodok vyvíjajúci sa v tele matky: donosený, zdravý p.3.výsledok práce, dielo: p-y usilovnej práce;literárne p-y;"	
plošinár	+	-	3	r	oiá	á		"-apretekár na plochej dráhe;"	
plot	+	-	1	t	o	o		"-aohrada nejakého pozemku (obyč. dvora, záhrady): latkový, drôtený p., živý p.;preliezať (cez) p.● žiť ako kôl v p-e osamelo;"	
plôtik	+	-	2	k	ôi	i	ik	"-a"	
pluk	-	+	1	k	u	u		"-uzákl. samostatný voj. útvar: delostrelecký, tankový p.;"	
plus	-	+	1	s	u	u		NOT FOUND	
pľuvanec	+	-	3	c	uae	e	ec	"-ncaslina, chrcheľ"	
poblúdenec	+	-	4	c	oúee	e	ec	"-ncapoblúdenýčlovek: napraviť p-a"	
pobožnostkár	+	-	4	r	oooá	á		"-aprepiato, pokrytecky nábožný človek, svätuškár;"	
pocestný	-	-	3		oeý	ý		"kto koná cestu pešo: prichýliť p-ého;"	
počet	-	+	2	t	oe	e		"-čtu 1. číselne vyjadriteľné množstvo: veľký, malý p. (divákov);(ľudí) bez p-u veľmi veľa;zišli sa v plnom p-e všetci;p-om malá skupina2. v názvoch mat. odborov, veličín ap.: → diferenciálny p., p. pravdepodobnosti● byť iba do p-u figurovať iba formálne;"	
pochlebovač	+	-	4	č	oeoa	a	č	"-akto pochlebuje, pochlebník: úlisní p-i;"	
pochybovač	+	-	4	č	oyoa	a	č	"-akto pochybuje: presvedčiť p-ov"	
počiatok	-	+	4	k	oiao	o	ok	"-tku 1. prameň, pôvod, východisko, začiatok: v nedbanlivosti bol p. nešťastia2.čas vzniku, prvé obdobie niečoho, začiatky: p-y stavby siahajú do 14. stor.;p-y slovenskej literatúry3.prvé pokusy, prvotiny: Kraskove básnické p-y4. začiatok ,koniec: na p-u 10. stor.;"	абстрактное понятие
počin	-	+	2	n	oi	i		"-uskutok, čin: významný, progresívny p."	
počítač	+	-	3	č	oía	a	č	"-a 1. stroj na spracovanie informácií: samočinný p., analógový p.;osobný, personálny p.,PC ( personal computer);prenosný p.2. prístroj na zaznamenávanie počtu, počítadlo: p. kilometrov;"	
pocit	-	+	2	t	oi	i		"-u 1. zmyslový, citový zážitok al. stav: p. chladu, bolesti;p. radosti;p. menejcennosti2. uvedomovanie si, vedomie niečoho: mať p. zodpovednosti, istoty□ mať p. cítiť, tušiť;"	абстрактное понятие
počtár	+	-	2	r	oá	á		"-akto vie počítať: dobrý, slabý p.;"	
poctivec	+	-	3	c	oie	e	ec	NOT FOUND	
podajeden	-	-	4	n	oaee	e		"-dného, podajedna -ej, podajedno -ého podajedni [-n-],podajedny(po)niektorý, podaktorý: p-i sa oneskorili"	
podarúnok	+	-	4	k	oaúo	o	ok	"-nkadar, darček: milý, vzácny p."	
podávač	+	-	3	č	oáa	a	č	"-a-e(prí)stroj na podávanie: pásový p."	
podávateľ	+	-	4	ľ	oáae	e		"-a-iakto niečo podáva: p. zásielky;"	
podbeľ	+	+	2	ľ	oe	e		NOT FOUND	
podberák	+	-	3	k	oeá	á	ák	NOT FOUND	
podfukár	+	-	3	r	ouá	á		"-a podvodník, klamár: politický p."	
podfuk	-	+	2	k	ou	u		"-u podvod, klamstvo: nadobudnúť si niečo p-om, prísť niekomu na p."	
podielnik	+	-	4	k	oiei	i	ik	"-a-cikto má (hmotný) podiel na niečom: p. na zisku, p. družstva;"	
podklad	-	+	2	d	oa	a		"-u 1. vrstva, plocha, kt. je pod niečím, na kt. niečo je: stavba na žulovom p-e;maľovať na tmavý p.2. východisko, základ; dôvod: historický p. deja;získať p-y na hodnotenie;právny p. žaloby;"	
podliak	+	-	3	k	oia	a		"-a-cipodlý človek ;"	
podmaniteľ	+	-	4	ľ	oaie	e		"-a-iakto (si) niekoho al. niečo podmanil: nacistickí p-ia;"	
podmet	-	+	2	t	oe	e		"-uzákl. vetný člen, na kt. sa v dvojčl. vete viaže prísudok a kt. vyj. pôvodcu al. nositeľa deja, stavu, vlastnosti, subjekt;"	
podnájomník	+	-	4	k	oáoí	í	ník	"-a-cikto si najal niečo od nájomníka: mať v byte p-a;"	
podnecovateľ	+	-	5	ľ	oeoae	e		"-a-iakto podnecuje: p-ia vojny, nepokojov;"	
podnet	-	+	2	t	oe	e		"-učo vyvoláva, zapríčiňuje činnosť, čo povzbudzuje na čin, impulz, popud, pohnútka: reagovať na vonkajšie p-y;urobiť niečo na niečí p., z niečieho p-u□ dať p. na niečo podnietiť"	
podnikateľ	+	-	4	ľ	oiae	e		"-a-iakto podniká: súkromný p.;"	
podnikavec	+	-	4	c	oiae	e	ec	"-vca podnikavý človek,chytrák, šikovník"	
podnik	-	+	2	k	oi	i	ik	"-u 1. organizácia uskutočňujúca výr. al. inú ekon. činnosť, závod: výrobný, poľnohospodársky p.;družstevný, súkromný p.2. pohostinská ustanovizeň: zábavný, nočný p.3. podujatie: zúčastniť sa na kultúrnom p-u4.konanie, počínanie: je to nebezpečný p.;"	
podnos	-	+	2	s	oo	o		"-utácňa, tácka: strieborný p."	
podnožník	+	-	3	k	ooí	í	ník	"-anadir,nadhlavník, zenit"	
pôdorys	-	+	3	s	ôoy	y		"-u 1. priemet predmetu na vodorovnú rovinu, obraz predmetu pri pohľade zhora: štvorcový p., p. chrámu2.základ, základňa: ideový p. literárneho diela;"	артефакт
podpis	-	+	2	s	oi	i		"-u 1. podpísanie : predložiť spisy na p.2. vlastnoručne napísané meno: čitateľný p.;potvrdiť dohodu svojím p-om;"	
podporovateľ	+	-	5	ľ	oooae	e		"-a-iakto podporuje: p. umenia;"	
podraz	-	+	2	z	oa	a		"-u 1. podrazenie ; chvat, kt. zápasník podrazí súperovi nohu2.úskok, podvod, lesť"	абстрактное понятие
podstavček	+	-	3	k	oae	e		NOT FOUND	
podstavec	+	-	3	c	oae	e	ec	"-vcavec, na ktorú sa niečo kladie, upevňuje: drevený p.;žulový p. sochy;"	
podvodník	+	-	3	k	ooí	í	ník	"-a-cikto podvádza , kto sa dopúšťa podvodu: sobášny p.;"	
podvod	-	+	2	d	oo	o		"-uúmyselné oklamanie s cieľom vlastného prospechu al. poškodenia iného: dopustiť sa p-u;odhaliť p.□ robiť p-y podvádzať;"	
podvratník	+	-	3	k	oaí	í	ník	"-a-cikto robí podvratnú činnosť, rozvratník, záškodník: zákerní p-i;"	
podvrh	-	+	1	dvrh	o	o		"-uniečo podvrhnuté, podstrčené, falzifikát: p. dokumentov"	
poet	+	-	2	t	oe	e		"-a, poeta -ubásnik;"	
poeta	-	+	3		oea	a		NOT FOUND	
poetista	-	+	4		oeia	a		"-ustúpenec poetizmu;"	
poetizmus	-	+	4	s	oeiu	u	izmus	"-mu 1. umel. smer usilujúci sa o čistú poéziu (s dôrazom na fantáziu a hravosť)2.poet. výraz;"	абстрактное понятие
pohan	+	-	2	n	oa	a		"-a-ia 1. kto vyznáva mnohobožstvo al. kto uctieva modly: starovekí Gréci boli p-ia2.-inekresťan, neznaboh: tureckí p-i●kliať, hrešiť, nadávať ako p. veľmi, škaredo;"	
pohárik	+	-	3	k	oái	i	ik	"-a 1.2. chuťové poháriky orgány chuti na jazyku● rád pozerá na dno p-a rád si vypije"	
pohľad	-	+	2	d	oa	a		"-u 1. obrátenie, upriamenie zraku, pozretie: pozorný, zvedavý p.;uprieť p. do diaľky2. spôsob zrakového pozorovania al. znázorňovania na zákl. takého pozretia: čelný p.;vtačí p. zhora;nákres z bočného p-u;uhol p-uhľadisko3. rozhľad, výhľad: zo Slavína je pekný p. na Bratislavu4. názor, náhľad, mienka: realistický p. na udalosti;mať skreslený p. na niečo● na prvý p. ihneď, odrazu;na p. zdanlivo"	абстрактное понятие
pohlavár	+	-	3	r	oaá	á		"-avodca kmeňa, rodu: indiánsky p.; vedúci činiteľ, predák: nacistickí, komunistickí p-i"	
pohonič	+	-	3	č	ooi	i	č	"-akto poháňa záprah, kočiš: p. koní"	
pohon	-	+	2	n	oo	o		"-u 1. zdroj energie poháňajúci stroj(e): motor na naftový p.;elektráreň na atómový p.2. prenos pohybu z hnacieho mechanizmu na poháňaný: p. stroja hriadeľom, remeňový p.3.prenasledovanie, štvanica: policajný p. na revoltujúcich občanov4.zhon, naháňačka: od rána máme samý p.;"	
pohreb	-	+	2	b	oe	e		"-u 1. obradné pochovanie mŕtveho: ísť niekomu na p.2.pohrebný sprievod: stretnúť p.;"	
pohyb	-	+	2	b	oy	y		"-u 1. zmena polohy, miesta v priestore,pokoj: prudký p. rukou;p. z miesta na miesto; imanentná vlastnosť všetkého bytia podmienená jednotou vznikania a zanikania2. činnosť, chod: uviesť motor do p-u3. zmena; ruch: p. peňazí obeh;národný p. hnutie□ urobiť p. pohnúť (sa);"	абстрактное понятие
pôjd	+	-	1	jd	ô	ô		"-apovala : vyjsť na p., zniesť niečo z p-a;"	
pojem	-	+	2	m	oe	e		"-jmuforma myslenia odrážajúca podst. vlastnosti predmetov, javov objektívnej skutočnosti: všeobecný, jedinečný p.;myslíme v p-och a súdoch; výsledok rozumového st. poznania skutočnosti (predmetov, javov ap.)● to je pre neho p. hodnotí to vysoko;to je pre neho neznámy p. nevie o tom nič;"	
pokladník	+	-	3	k	oaí	í	ník	"-a-cikto je oprávnený, poverený manipulovať s peniazmi: p. v sporiteľni;p. organizácie;"	
poklad	-	+	2	d	oa	a		"-u 1. ochraňované, ukrývané cennosti (drahé kovy, drahokamy, klenoty): korunovačný p.;vykopať p. vzácnych mincí2. niečo vzácne, milé: kultúrne p-y;reč je náš národný p.;"	
poklesok	-	+	3	k	oeo	o	ok	"-sku(menšie) previnenie: morálny, spoločenský p."	
pokles	-	+	2	s	oe	e		"-u 1. zaujatie nižšej polohy, klesnutie: p. vodnej hladiny2. zníženie hodnoty, množstva,vzostup: p. teploty, p. výroby"	
poklop	-	+	2	p	oo	o		"-uprostriedok na zakrytie, uzáver, vrchnák: p. na šachte;"	
pokoj	+	-	2	j	oo	o		"-a 1. stav bez pohybu, činnosti; odpočívanie: deň pracovného p-a; vegetačný p.; teleso v stave p-a2. stav bez ruchu, hluku: nočný p.3. stav bez vojny, mier: čas p-a4. nenarušenosť a bezpečnosť spravodlivého poriadku; súlad medzi ľuďmi: vo svete nevládne p.;p. v rodine5. nevzrušenosť; rozvaha, rozvážnosť; vnútorná vyrovnanosť: zachovať p. v nebezpečenstve;duševný p.6.súhrn všetkých materiálnych a duchovných dobier; plnosť mesiášskej spásy; posmrtná blaženosť: Kristov p.;odpočívaj v p-i náhrobný nápis● dať (svätý) p., nechať na p-i neznepokojovať, nestarieť sa;daj p.! nevyrušuj! prestaň! nemať p., p-a byť nespokojný;mať dušu, srdce na p-i byť uspokojený;nedá mu to p-a znepokojuje ho to;odobrať sa, odísť na p. zomrieť;"	абстрактное понятие
pokračovateľ	+	-	5	ľ	oaoae	e		"-a-iakto pokračuje v niečom, nadväzuje na niečo, na niekoho: p-ia pokrokových tradícií;"	
pokrm	-	+	1	krm	o	o		"-ujedlo, potrava: chutný p., pripraviť p.;"	
pokrok	-	+	2	k	oo	o	ok	"-u 1.zdokonaľovanie sa postupným rozvojom, vyšší st. vývinu, napredovanie: p. vedy, technický p.;bojovať za p.2. lepšie výsledky, zlepšenie: dosiahnuť p. vo výrobe;robiť p-y v štúdiu;"	
pokrovček	+	-	3	k	ooe	e		NOT FOUND	
pokrovec	+	-	3	c	ooe	e	ec	"-vca 1. tkaná, pletená al. viazaná prikrývka na dlážku, koberec: plyšový, vlnený, orientálny p.;prestrieť p.;prášiť p-e2. prikrývka, deka: prikryť sa p-om;konský p.;"	
pokrytec	+	-	3	c	oye	e	ec	"-tcaneúprimný, falošný človek, farizej: meštiacki p-i;"	
pokušiteľ	+	-	4	ľ	ouie	e		"-a-ia 1. kto zvádza, navádza (na niečo zlé): prefíkaný p.2.zlý duch, diabol: premôcť p-a;"	
pokus	-	+	2	s	ou	u		"-u 1. úsilie dosiahnuť, vykonať niečo: p. o prekonanie rekordu;márny, nevydarený p.2. jav vyvolaný s cieľom pozorovať ho, skúmať jeho zákonitosti, experiment: chemický p.3. začiatočnícka práca (obyč. lit.): básnické p-y□ urobiť p. pokúsiť sa"	
pokyn	-	+	2	n	oy	y		"-u 1. kývnutie, posunok ako znamenie: p. rukou2. smernica, úprava, direktíva, inštrukcia: čakať na p. nadriadených;plniť p-y□ dať p. a) pokynúť b)dať p-y inštruovať"	
polesný	-	-	3		oeý	ý		"vedúci polesia"	
policajt	+	-	3	jt	oia	a		"-apríslušník polície;"	
poľnohospodár	+	-	5	r	ooooá	á		"-akto pracuje v poľnohospodárstve;"	
polodrahokam	-	+	5	m	ooaoa	a		"-uvzácny kameň menšej hodnoty ako drahokam"	
poľovník	+	-	3	k	ooí	í	ník	"-a-cikto poľuje na divú zver;"	
polrok	+	+	2	k	oo	o	ok	"-a/-u 1. polovička roka (kalendárneho, školského): prvý, zimný p.2. polročné rozhranie (časový bod): mať v p-u štvorku;"	
poludník	+	-	3	k	ouí	í	ník	NOT FOUND	
polyglot	+	-	3	t	oyo	o	ot	"-akto ovláda viac jazykov: desaťrečový p.;"	
polygraf	+	-	3	f	oya	a		"-a-itech. pracovník v polygrafii;"	
pomáhač	+	-	3	č	oáa	a	č	"-akto pomáha, pomocník: nemeckí okupanti a ich domáci p-i prisluhovači;"	
pomáhateľ	+	-	4	ľ	oáae	e		"-a-iakto pomáha, pomocník;"	
pomätenec	+	-	4	c	oäee	e	ec	"-ncačlovek s pomäteným rozumom, blázon: zúri ako p."	
pomníček	+	-	3	k	oíe	e	íček	NOT FOUND	
pomník	+	-	2	k	oí	í	ník	"-asoch. dielo na uctenie pamiatky: náhrobný, kamenný p., postaviť, odhaliť p. padlým hrdinom;"	
pomocník	+	-	3	k	ooí	í	ník	"-a-ci 1. kto al. čo pomáha: p. pri práci, dobrá kniha je p-om človeka2. v min. nesamostatný remeselník, pomocný zamestnanec: mäsiarsky p.;kancelársky p.;"	
pomstiteľ	+	-	3	ľ	oie	e		"-a-iavykonávateľ pomsty: plniť úlohu p-a;"	
pop	+	-	1	p	o	o		NOT FOUND	
popartista	-	+	4		oaia	a		NOT FOUND	
pop-art	-	+	2	rt	oa	a		NOT FOUND	
popelín	-	+	3	n	oeí	í	ín	"-uľahká hustá látka z bavlnenej al. hodvábnej priadze: košeľa z p-u;"	вещество
popevok	-	+	3	k	oeo	o	ok	"-vkukratšia pieseň (veselého rázu): ľudový, populárny p.;"	
popis	-	+	2	s	oi	i		"-upresné vymedzenie, vpísanie potrebných údajov, symbolov: p. mapy, náčrtu; katalogizačný p."	
poplach	-	+	2	ch	oa	a		"-u 1. náhly rozruch, panika: vyvolať, šíriť p., nastal zhon a p.2. výzva na pohotovosť pred blízkym nebezpečenstvom: cvičný, atómový p., vyhlásiť p., zvoniť na p.;biť, kričať na p. burcovať;"	
poplatok	-	+	3	k	oao	o	ok	"-tkuúr. dávka za používanie niečoho, za úkon, službu ap.: mesačný, telefónny p., vyberať p.;"	
popud	-	+	2	d	ou	u		"-upodnet, pohnútka, iniciatíva: konať bez vonkajšieho p-u, urobil to z môjho p-u, na môj p.; sluchový, zrakový p., psychické p-y□ dať p. na niečo podnietiť;"	
popularizátor	+	-	6	r	ouaiáo	o		"-akto popularizuje: p. vedeckých poznatkov;"	
poradca	-	+	3		oaa	a		"-upríručka s odb. radami: metodický p."	абстрактное понятие
poradovník	+	-	4	k	oaoí	í	ník	NOT FOUND	
porast	-	+	2	st	oa	a		"-u 1. rastlinstvo pokrývajúce nejaké miesto: smrekový, zmiešaný, trávnatý p.2. vlasy, ochlpenie: p. na tvári;"	
poriadok	-	+	4	k	oiao	o	ok	"-dku 1. náležité usporiadanie, pravidelný, dobrý stav, chod: udržiavať, zachovať p., potrpieť si na p.2. súhrn pravidiel, predpisov: verejný, právny p., cestovný p.3. poradie, sled: abecedný p., porozprávať všetko po p-u4. spoloč. zriadenie, systém: kapitalistický (spoločenský) p.5.pomery, zvyklosti: zavádzať nové p-y, nahneval sa na taký p.□ dávať do p-u, robiť p. a)robiť p-y usporadúvať (veci, záležitosti) b) riadiť2● nemá v hlave všetko v p-u nie je normálny;to nie je s → kostolným p-om;je to na dennom p-u bežné;mať deti na p-u v príslušnom spoloč., ekon. ap. zaradení, zaopatrené;v p-u súhlas;spraviť s niekým p. zdisciplinovať ho;"	
pôrodník	+	-	3	k	ôoí	í	ník	NOT FOUND	
portálik	+	-	3	k	oái	i	ik	"-a"	
portrétik	+	-	3	k	oéi	i	ik	"-a"	
portrétista	-	+	4		oéia	a		"-utvorca portrétov : vynikajúci dobový p.;p. mestského života;"	
portrét	-	+	2	t	oé	é		"-u 1. (umel., fot.) podobizeň: detský p., maľovať p.2. (verný) opis, charakteristika: dokumentárny p. krajiny, románový p.;"	
poručník	+	-	3	k	ouí	í	ník	"-a-ciosoba vykonávajúca poručenstvo ;"	
porušovateľ	+	-	5	ľ	ouoae	e		"-a-iakto niečo porušuje: p. poriadku, pracovnej disciplíny;"	
poryv	-	+	2	v	oy	y		"-uprudký prejav citov, emócia: ľúbostný p., duševné p-y, p-y hnevu"	абстрактное понятие
poškodenec	+	-	4	c	ooee	e	ec	"-ncakto bol poškodený : vojnový p."	
poskok	-	+	2	k	oo	o	ok	"-a-oviasluha, posluhovač: robiť si z niekoho p-a"	
poslík	+	-	2	k	oí	í	ík	"-a-ci/-kovia, poslíček -čka-ovia"	
poslucháč	+	-	3	č	ouá	á	č	"-a 1. kto počúva : recitácia zaujala p-ov2. vysokoškol. študent: p. filozofie, medicíny;"	
posmech	-	+	2	ch	oe	e		"-uznevažovanie vyjadrené smiechom, vtipom, výsmech: hovoriť o niekom s p-om□ robiť si p. z niekoho posmievať sa;obracať niekoho na p. zosmiešňovať;byť, vyjsť na p. (sveta) zosmiešňovať sa, zosmiešniť sa● kto má škodu, má i p."	
posmešok	-	+	3	k	oeo	o	ok	"-šku výsmech; úškľabok: znášať p-y;pohrdlivý p. na tvári□ robiť si p-y z niekoho vysmievať sa, posmievať sa"	
posol	+	-	2	l	oo	o		"-sla-i/-oviaosoba poverená doručiť správu: kráľovský p., rýchly, dôverný p.;"	
poštár	+	-	2	r	oá	á		"-a 1. pošt. doručovateľ: vyzerať p-a2.kto pracuje na pošte;"	
poštárik	+	-	3	k	oái	i	ik	NOT FOUND	
postávač	+	-	3	č	oáa	a	č	"-akto postáva, zaháľač: p-i na rohu ulice"	
postoj	+	-	2	j	oo	o		"-a 1. držanie tela , póza: tanečný p., zaujať bojový, obranný p.2. stanovisko, vzťah, pomer, prístup: byrokratický p. k stránkam, (zaujať) zásadný, odmietavý, kladný p. k niekomu, k niečomu"	
postrach	-	+	2	ch	oa	a		"-ukto, čo budí strach: partizáni boli p-om fašistov;fyzika je pre nich p."	
postreh	-	+	2	h	oe	e		"-u 1. schopnosť vnímať, postrehnutie: brankár musí mať dobrý p., cvičiť si p.2. pozorovanie, zistenie: duchaplný p., zapisovať si p-y z ciest3.streh: zostali sme v p-u;"	
postulát	-	+	3	t	ouá	á		"-u 1. požiadavka: spĺňať základné p-y dramatickej tvorby2. zdôvodnený predpoklad, hypotéza: filozofický p."	абстрактное понятие
postup	-	+	2	p	ou	u		"-u 1. pohyb dopredu, postupovanie,ústup: p. vpred, p. vojsk2. časové poradie, napredovanie: p. prác, p. výkladu;p-om času postupne3. spôsob konania: schváliť p. vyslanej delegácie4. (ustálený) spôsob práce, metóda: technologický, výrobný, osevný p.5. prechod do vyššej hodnosti, do vyššieho st.: funkčný, platový p., boj o p. do vyššej súťaže□byť na p-e napredovať;"	абстрактное понятие
posudok	-	+	3	k	ouo	o	ok	"-dkuodborné, znalecké zhodnotenie (významu, stavu ap.): p. rukopisu, lekársky p., odborný p.;podať znalecký p. expertízu□ urobiť p. posúdiť;"	
posudzovateľ	+	-	5	ľ	ouoae	e		"-a-iakto robí posudok, kritik: nestranný p., p. výtvarného diela;"	
posunok	-	+	3	k	ouo	o	ok	"-nkupohyb (rukou), ktorým sa niečo vyj., gesto: dorozumievať sa p-ami, urobiť odmietavý p. hlavou□ robiť p-y posunkovať;"	
posunovač	+	-	4	č	ouoa	a	č	"-ažel. zamestnanec pri posunovaní vlakov"	
posun	-	+	2	n	ou	u		"-uposunutie, posúvanie: časový p.;rýchly p. vojska; p. (vozňov) zostavovanie vlaku, posunovanie;"	
posvätiteľ	+	-	4	ľ	oäie	e		NOT FOUND	
poťah	-	+	2	h	oa	a		"-upovlak z látky, kože ap.: kožený p. (nábytku, sedadiel auta), gumový p. (valca);"	
potlačovateľ	+	-	5	ľ	oaoae	e		"-a-iakto potláča : p. kritiky;"	
potlesk	-	+	2	sk	oe	e		"-utlieskanie ako prejav súhlasu, uznania, nadšenia ap., aplauz: ozval sa búrlivý p., privítali ho p-om"	
potomok	+	-	3	k	ooo	o	ok	"-mka-oviakto z niekoho pochádza v priamej línii, napr. dieťa, vnuk: posledný p. starého rodu;otec sa tešil, že má p-a"	
potrat	-	+	2	t	oa	a		"-upredčasné ukončenie ťarchavosti (do 28. týždňa): spontánny p.□ mať p. potratiť"	
potravinár	+	-	4	r	oaiá	á		"-apracovník v potravinárstve;"	
poukaz	-	+	3	z	oua	a		"-u 1. poukázanie, upozornenie na niečo: p. na plytvanie materiálom2. písomný doklad oprávňujúci na kúpu, odber ap.: rekreačný p., p. na naftu"	абстрактное понятие
používateľ	+	-	5	ľ	ouíae	e		"-a-iakto niečo používa: p. prístroja, motorového vozidla, p. autostrády, p-ia jazyka;"	
pôvab	-	+	2	b	ôa	a		"-upríťažlivá, jemná krása, príťažlivosť, čaro: p. dievčaťa, mladosti, p. kraja;"	
povaľač	+	-	3	č	oaa	a	č	"-akto sa povaľuje, zaháľač: príživníci a p-i;"	
poviedkar	+	-	4	r	oiea	a		"-aautor poviedok;"	
povlak	-	+	2	k	oa	a		"-u 1. tenká vrstva na povrchu niečoho: plesňový p., olovený, chrómový p.;biely p. na sliznici2. obliečka: damaskové p-y3. tkanina ap. chrániaca (nábytok) pred opotrebovaním, poťah: p. pohovky, kresiel;"	
pôvodca	-	+	3		ôoa	a		"-u-ovia 1. kto je príčinou niečoho: p. pohoršenia, p. škôd, p. nešťastia2. kto niečo vytvoril, tvorca, autor: p. teórie, piesne, básne;"	
pôvod	-	+	2	d	ôo	o		"-u 1. začiatok, vznik existencie niečoho: p. sveta, p. rodiny, skladba neznámeho p-u2. národná, rodová a iná príslušnosť: p-om Slovák;občan cigánskeho p-u;rasový p. rasová príslušnosť3. príčina vzniku: p. sporu, choroby"	абстрактное понятие
povozník	+	-	3	k	ooí	í	ník	"-a-cikto sa v min. obyč. ako živnostník zaoberal dopravou nákladov povozom;"	
povoz	-	+	2	z	oo	o		"-uvoz ťahaný záprahom : najať si p., p. s ťažkým nákladom"	
povrazec	+	-	3	c	oae	e	ec	"-zcatenší povraz: konopný p.; dlhý útvar podobný povrazu: šľachový p."	
povrazník	+	-	3	k	oaí	í	ník	"-a-civ min. výrobca al. predavač povrazov;"	
povrázok	+	-	3	k	oáo	o	ok	"-zka, povrážtek -a"	
povrazolezec	+	-	5	c	oaoee	e	ec	"-zcaartista cvičiaci na povrazoch natiahnutých nad zemou;"	
povrážtek	+	-	3	k	oáe	e		NOT FOUND	
povraz	-	+	2	z	oa	a		"-udlhé hrubšie vlákna (z konopí, ľanu) skrútené do zväzku: lodné p-y, pliesť p-y, zviazať niekoho p-om;šplhať sa po, na p-e;trest smrti p-om obesením● → ťahať s niekým za jeden p.;dostať p. byť odsúdený na trest smrti obesením;"	
povrch	-	+	1	vrch	o	o		"-u 1. plocha ohraničujúca niečo zvonka, vonkajšia strana niečoho: zemský p., drsný, hladký p. látky, nábytku; p. telesa2. hladina kvapaliny: p. vody;vyplávať na p.3. vonkajšia časť, vonkajšok: šľachetné srdce pod drsným p-om●zmiesť niečo z p-u zemského zahubiť;vystupovať na p. stávať sa výraznejším;"	
povstalec	+	-	3	c	oae	e	ec	"-lcaúčastník povstania: vojsko sa pridalo k p-om;"	
povýšenec	+	-	4	c	oýee	e	ec	NOT FOUND	
povzdych	-	+	2	ch	oy	y		"-upovzdychnutie: odpovedať s p-om"	
pozajtrajšok	+	-	4	k	oaao	o	ok	"-škapozajtrajší deň: odložiť cestu na p."	
pozemok	-	+	3	k	oeo	o	ok	"-mkuohraničená, na istý cieľ vymedzená časť pôdy: stavebný, poľnohospodársky p., vymeriavať p-y, kúpiť p.;"	
požiarnik	+	-	4	k	oiai	i	ik	"-a-cihasič;"	
pozitivista	-	+	5		oiiia	a		"-ustúpenec pozitivizmu;"	
