word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
куст	+	-	1	ст	у	у		"групповое объединение (предприятий, артелей); растение с древовидными ветвями, не имеющее главного ствола; травянистое растение с несколькими расходящимися от земли стеблями"	растение
кустарник	+	-	3	к	уаи	и	ник	"== куст N1 Spec; заросль кустов"	растение
кустик	+	-	2	к	уи	и	ик	NOT FOUND	
кусток	+	-	2	к	уо	о	ок	NOT FOUND	
кусторез	+	-	3	з	уое	е		NOT FOUND	
кусточек	+	-	3	к	уое	е	очек	NOT FOUND	
кут	+	-	1	т	у	у		NOT FOUND	
кутас	+	-	2	с	уа	а		NOT FOUND	
кутис	+	-	2	с	уи	и	ис	"[лат. cutis кожа] — то же, что дерма."	
куток	+	-	2	к	уо	о	ок	"отгороженное на каком-н, помещении место, уголок, закуток"	место
кутёж	+	-	2	ж	уё	ё		"-ежа, м. Разгульная попойка, обильное угощение. II прил. кутежный, -ая, -ое."	
куш	+	-	1	ш	у	у		"большая сумма денег"	
кушак	+	-	2	к	уа	а	ак	"пояс, обычно широкий, матерчатый"	
кушачок	+	-	3	к	уао	о	ок	NOT FOUND	
кхаддар	+	-	2	р	аа	а		NOT FOUND	
кьят	+	-	1	т	я	я		"денежная единица в Бирме"	
кэмп	+	-	1	мп	э	э		NOT FOUND	
кэтч	+	-	1	тч	э	э		NOT FOUND	
кэш	+	-	1	ш	э	э		NOT FOUND	
кювет	+	-	2	т	юе	е		"канава для стока воды, идущая вдоль дорожного полотна"	
кюммель	+	-	2	ль	юе	е		NOT FOUND	
кюрий	+	-	2	й	юи	и		"[по имени основателей науки о радиоактивности п. кюри (1859—1906) и м.склодовской-кюри (1867—1934)] — радиоактивный хим. элемент, полученныйискусственно; символ cm (лат. curium); относится к актиноидам; серебристыйметалл."	вещество
кяриз	+	-	2	з	яи	и		NOT FOUND	
лабаз	+	-	2	з	аа	а		"навес, настил; помещение для торговли зерном, мукой; помещение для хранения зерна, муки"	
лабардан	+	-	3	н	ааа	а	ан	NOT FOUND	
лабиальный	-	-	4	й	аиаы	ы		"звук [лат. labialis губной] — лингв, губной звук."	
лабиринт	+	-	3	нт	аии	и		"запутанная сеть дорожек, ходов, сообщающихся друг с другом помещений [Primo в Древней Греции и Египте большое здание со сложно расположенными переходами]; внутреннее ухо Spec; сложное, запутанное расположение сочетание чего-нибудь"	абстрактное понятие
лабиринтодонт	+	-	5	нт	аииоо	о		"[гр. labyrinthos лабиринт + odus (odonthos) зуб] — основнаягруппа древних амфибий (середина палеозоя — нач. медавая), составлявших ранее большинство стегоцефалов; название получили из-засложного строения дентина, образующего многочисленные складки и петли (см.также бентозух, ихтиостега, мастоданзавр)."	
лабиринф	+	-	3	нф	аии	и		NOT FOUND	
лабиум	+	-	3	м	аиу	у		NOT FOUND	
лабрадорит	+	-	4	т	ааои	и		"— глубинная магматическая горная порода, состоящая в основном излабрадора; идет на облицовку памятников, зданий, примен. для поделок."	
лабрум	+	-	2	м	ау	у		NOT FOUND	
лаваш	+	-	2	ш	аа	а		"белый хлеб в виде большой плоской лепешки"	
лавр	+	-	1	вр	а	а		"южное вечнозеленое дерево или кустарник, душистые листья которого употр. как специя; ветви этого дерева, венок из них как символ победы, славы, награды"	растение
лавсан	+	-	2	н	аа	а	ан	"род синтетического волокна; ткань из этого волокна"	
лаг	+	-	1	г	а	а		"прибор для определения скорости хода судна и пройденного им расстояния"	артефакт
лагер	+	-	2	р	ае	е		NOT FOUND	
лагерь	+	-	2	рь	ае	е		"общественно-политическая группировка, направление; учреждение, место, в котором собраны люди для проведения тех или иных мероприятий; стоянка N2, обычно под открытом небом, в палатках, во временных постройках; место содержание заключенных"	место
лаглинь	+	-	2	нь	аи	и		"[гол. loglijn] — мор. тонкий корабельный трос (толщиной 18 мм поокружности) особой выделки, используемый в лагах (см. лаг» /)."	
лагпункт	+	-	2	нкт	ау	у		NOT FOUND	
лагтинг	+	-	2	нг	аи	и		"[норв. lag ting] — верхняя палата норвежского парламента — стортинга(нижняя — одельстинг)."	
лад	+	-	1	д	а	а		"образец, способ; согласие, мир, порядок; клавиши гармоники, струнного, духового инструмента; поперечное деление на грифе струнного инструмента; строй музыкального произведения, сочетания звуков и созвучий"	
ладан	+	+	2	н	аа	а	ан	"ароматическая смола, употр. для курения при богослужения"	
ладанник	+	-	3	к	ааи	и	ник	NOT FOUND	
ладдетрон	+	-	3	н	аео	о		NOT FOUND	
лаж	+	-	1	ж	а	а		"[фр. 1agio ит. 1aggio] —ажио— 1) отклонение в сторону превышениярыночной «цены» золота, выраженной в бумажных деньгах, по сравнению сколичеством бумажных денежных знаков, номинально представляющих данноеколичество золота; 2) отклонение в сторону превышения (ср. дизажио) рыночногокурса денежных знаков, векселей и других ценных бумаг от их нарицательнойстоимости."	
лаз	+	-	1	з	а	а		"устройство для доступа куда-н, ход Spec; == лазейка N1"	артефакт
лазарет	+	-	3	т	аае	е		"небольшая больница при воинской части"	
лазер	+	-	2	р	ае	е		"пучок света луч, получаемый при помощи такого генератора; оптический квантовый генератор, устройство для получения мощных узаконаправленных пучков света"	артефакт
лазорник	+	-	3	к	аои	и	ник	NOT FOUND	
лазулит	+	-	3	т	ауи	и		NOT FOUND	
лазурит	+	-	3	т	ауи	и		"минерал синего цвета, ценный поделочный камень"	
лазурник	+	-	3	к	ауи	и	ник	NOT FOUND	
лай	+	-	1	й	а	а		"<= лаять"	
лайк	+	-	1	йк	а	а		NOT FOUND	
лайм	+	-	1	йм	а	а		NOT FOUND	
лаймад	+	-	2	д	аа	а		NOT FOUND	
лайнер	+	-	2	р	ае	е		"большое быстроходное судно; большой пассажирский самолет"	
лак	+	+	1	к	а	а		"художественные изделия из дерева, папьемаше или металла с покрытием из такого раствора; раствор смол или синтетических веществ, покрывающий твердой блестящей пленкой какую-нибудь поверхность"	
лакколит	+	-	3	т	аои	и		"[гр. lakkos углубление, полость + lithos камень] — геол. массивинтрузивных (см. интрузия) горных пород, залегающий среди осадочных толщ вформе караваеобразных тел; иногда лакколиты выступают на поверхность земли ввиде отдельных гор (напр., горы медведь в крыму, машук в бештау на сев.кавказе)."	
лакмус	+	-	2	с	ау	у		"красящее растительное вещество, раствор которого в щелочной среде окрашивается в синий цвет а в кислой среде -в красный"	вещество
лаконизм	+	-	3	зм	аои	и	изм	"краткость и четкость изложения"	
лакриматор	+	-	4	р	аиао	о		"[лат. lacrlma слеза] — слезоточивые отравляющие вещества."	
лакричник	+	-	3	к	аии	и	ник	NOT FOUND	
лакросс	+	-	2	сс	ао	о		NOT FOUND	
лактарин	+	-	3	н	ааи	и	ин	NOT FOUND	
лактат	+	-	2	т	аа	а		NOT FOUND	
лактобутирометр	+	-	6	тр	аоуиое	е		NOT FOUND	
лактокрит	+	-	3	т	аои	и		NOT FOUND	
лактометр	+	-	3	тр	аое	е		"[м.лакто...+ ...метр] — прибор для определения плотностимолока; по показаниям лактометра судят о жирности молока (см. также лактоскоп)."	артефакт
лактон	+	-	2	н	ао	о		"— класс циклических органических соединений, содержащихсложноэфирную группу (осо); широко используются в органическом синтезе, вчастности в производстве душистых и лекарственных веществ."	
лактоскоп	+	-	3	п	аоо	о		"[лакто... + гр. skopeo смотрю] — прибор для определения количестважира в молоке по степени прозрачности молока (см. также лактометр)."	артефакт
лактофлавин	+	-	4	н	аоаи	и	ин	"— то же, что рибофлавин, или витамин в2."	
лал	+	-	1	л	а	а		NOT FOUND	
лалланс	+	-	2	нс	аа	а		NOT FOUND	
ламаизм	+	-	3	зм	ааи	и	изм	"разновидность буддизма, распространенная в Тибете, Монголии и некоторых других странах"	
ламаркизм	+	-	3	зм	ааи	и	изм	"— первая концепция исторического развития органического мира,созданная французским ученым ж. б. ланарком (1744— 1829). согласно которой видыживотных в растений постоянно изменяются гл. обр. под прямым воздействиемменяющихся условий жизни; л. основан на признании изначальной целесообразнойреакции особи на внешние воздействия, чем коренным образом отличается отдарвинизма; л. содержал ряд ошибочных идеалистических и механистическихположений."	
ламберт	+	-	2	рт	ае	е		"[по имени нем. ученого и. г. ламберта (lambert), 1728—1777] —единица яркости (обычно яркости поверхности, светящейся за счет рассеянногосвета); 1 л. = 3,193-10* пит = 1/я стильб; сокр. обозначения: лб, 1а."	
ламбрадор	+	-	3	р	аао	о		NOT FOUND	
ламбрекен	+	-	3	н	аее	е		"[фр. lambrequin] — 1) украшение из материи на дверных и оконныхпроемах, на портале театральной сцены; 2) деревянная резьба на выступах крыши,над дверями и окнами."	
ламинит	+	-	3	т	аии	и		NOT FOUND	
ламмас	+	-	2	с	аа	а		NOT FOUND	
лампас	+	-	2	с	аа	а		"цветная нашивка - полоса по наружному боковому шву форменных брюк"	
лампион	+	-	3	н	аио	о		"бумажный или стеклянный фонарь для иллюминации, освещения"	
лампрофир	+	-	3	р	аои	и		NOT FOUND	
лан	+	-	1	н	а	а		NOT FOUND	
лангет	+	-	2	т	ае	е		"котлеты из продолговатого кусочка мяса"	
лангустин	+	-	3	н	ауи	и	ин	NOT FOUND	
ландвер	+	-	2	р	ае	е		"[нем. landwehr] — 1) ополчение; в частности — ополчение,выставлявшееся округами в пруссии во время борьбы с наполеоном i; 2) в германиии нек-рых других странах (в 19 — нач. 20 вв.) — категория военнообязанныхзапаса 2-й очереди, а также войсковые части, формировавшиеся яз этихвоеннообязанных."	
ландолет	+	-	3	т	аое	е		NOT FOUND	
ландрин	+	-	2	н	аи	и	ин	NOT FOUND	
ландстинг	+	-	2	нг	аи	и		"[дат., швед, landsting] — 1) до 1953 г. — верхняя палата датскогопарламента — ригсдага (нижняя — фолькетинг); 2) орган областного самоуправленияв нек-рых скандинавских государствах."	часть тела
ландтаг	+	-	2	г	аа	а		"собрание представителей - орган самоуправления областей и земель в некоторых западноевропейских странах"	часть тела
ландшафт	+	-	2	фт	аа	а		"== пейзаж N1/2; рельеф земной поверхности общий вид и характер местности"	
ландштурм	+	-	2	рм	ау	у		"[нем. landsturm] — 1) категория вооруженных сил (ополчение),призываемая в случае крайней необходимости; первонач. л. образовался вавстрийском тироле в 1809 г., затем в других странах (пруссии, германии,австрии и т. д.); 2) в германии (до 1945 г.) — категория военнообязанныхстарших возрастов (запаса 3-й очереди), а также войсковые формированиявспомогательного назначения."	
ландыш	+	-	2	ш	аы	ы		"травянистое растение семейства лилейных с душистыми мелкими белыми цветками в форме колокольчиков"	растение
ланкорд	+	-	2	рд	ао	о		NOT FOUND	
ланолин	+	-	3	н	аои	и	ин	"животный воск, употр. в медицине и косметике"	
лансмол	+	-	2	л	ао	о		NOT FOUND	
лантан	+	-	2	н	аа	а	тан	"[гр. ianthan5 остаюсь незамеченным] — хим. элемент, символ la(лат. lanthanum), серебристо-белый металл, принадлежит наряду с лантаноидами кчислу редкоземельных элементов; название отражает трудности получения; примен.в производстве оптических стекол."	вещество
лантанид	+	-	3	д	ааи	и		"— то же, что лантаноиды."	
лантаноид	+	-	4	д	ааои	и		"лантаниды [лантан + гр. eidos образ, вид] — 14 хим. элементов,следующих в периодической системе влементов менделеева за лантаном; близки построению атомов и хим. свойствам; вместе с лантаном, иттрием и скандиемобразуют группу т. наз. редкоземельных элементов, которые в природе всегдавстречаются совместно; металлы, которые в последнее время нашли применение вновейших областях техники (ядерная энергетика, производство люминофоров,лазеров и т. д.)."	
ланцет	+	-	2	т	ае	е		"остроконечный обоюдоострый хирургический ножичек"	
лапароскоп	+	-	4	п	ааоо	о		NOT FOUND	
лапласиан	+	-	4	н	ааиа	а	ан	NOT FOUND	
лапник	+	+	2	к	аи	и	ник	"срубленные хвойные ветки"	
лапоток	+	-	3	к	аоо	о	ок	NOT FOUND	
лапоть	+	-	2	ть	ао	о		"крестьянская обувь, сплетенная из лыка, охватывающая только стопу"	
лапсердак	+	-	3	к	аеа	а	ак	NOT FOUND	
лаптоп	+	-	2	п	ао	о		NOT FOUND	
лапшевник	+	-	3	к	аеи	и	ник	NOT FOUND	
ларец	+	-	2	ц	ае	е	ец	"искусно сделанный украшенный ящичек для хранения драгоценностей; шкатулка, сундучек"	
ларечек	+	-	3	к	аее	е	ек	NOT FOUND	
ларингит	+	-	3	т	аии	и		"воспаление слизистой оболочки гортани"	
ларингоскоп	+	-	4	п	аиоо	о		"[гр.; см. ларингоскопия] — гортанное зеркало — небольшоеплоское зеркало для осмотра гортани, прикрепленное под углом в 120° к длинномуметаллическому стержню."	
ларингоспазм	+	-	4	зм	аиоа	а		"[гр. larynx oaryngos) гортань + спазм] — судорожное сокращениеголосовых связок, сопровождающееся затруднением вдоха; возникает прираздражениях и нек-рых заболеваниях дыхательных путей, легких, а такжезаболеваниях желчного пузыря, паращито-видных желез и других органов."	
ларингофон	+	-	4	н	аиоо	о		"[гр. larynx (laryngos) гортань + ...фон] — микрофон, закрепляемыйособым устройством на шее человека; воспринимает колебания голосовых связок ипередает только человеческую речь без посторонних шумов; при-мен. при телефонномразговоре в помещениях с большим уровнем шума (на кораблях, самолетах, танках вт. п.)."	
ларчик	+	-	2	к	аи	и	чик	NOT FOUND	
ларь	+	-	1	рь	а	а		"большой деревянный ящик к крышкой для хранения зерна муки; торговая палатка; большой открытый прилавок"	
ларёк	+	-	2	к	аё	ё	ёк	"-рька, м. Торговая палатка. II прил. ларечный, -ая, -ое."	
ласт	+	-	1	ст	а	а		"приспособление для плавания в виде такой конечности; укороченная конечность водных животных и некоторых водоплавающих птиц с пальцами, соединенными кожной перепонкой"	
ластик	+	-	2	к	аи	и	ик	"легкая шелковистая хлобчатобумажная ткань; кусочек специально обработанной резины для стирания написанного, нарисованного, резинка N1"	
ласточник	+	-	3	к	аои	и	очник	NOT FOUND	
лат	+	-	1	т	а	а		NOT FOUND	
латекс	+	-	2	кс	ае	е		"[лат. latex сок] — млечный сок растений; л. каучуконосныхрастений содержит свыше 30% каучука; большое практическое значение имеет л.бразильской гевеи; л. примем, гл. обр. для получения каучука; в промышленностииспользуют также синтетические латексы — водные дисперсии синтетическогокаучука, они широко примен. для пропитки корда, изготовления резиновых изделий,в производстве красок, для отделки кож и др."	
латерит	+	-	3	т	аеи	и	ерит	"1лат. later кирпич] — глинопо-добная, иногда каменистаякирпично-красная или светло-бурая горная порода, значительно обогащеннаягидратами окислов алюминия и железа; образуется при выветривании различныхизверженных горных пород в жарком влажном климате тропиков; латеритные почвы,залегающие обычно над латеритами, часто имеют мощные профили и содержат до 4—6%гумуса."	
латинизм	+	-	3	зм	аии	и	инизм	"слово или оборот речи, заимствованные из латинского языка или построенные по латинскому образцу"	
латифундизм	+	-	4	зм	аиуи	и	изм	NOT FOUND	
латук	+	-	2	к	ау	у		"травянистое растение, отдельные виды которого разводятся как овощи, применяются в медицине"	растение
лафет	+	-	2	т	ае	е		"[нем. lafette] — станок, на котором устанавливается и закрепляетсяствол артиллерийского орудия с затвором в который служит для придания стволунужного положения перед выстрелом (с помощью подъемного и поворотногомеханизмов), для уменьшения отката орудия, а также для передвижения его."	
лафит	+	+	2	т	аи	и		"сорт красного виноградного вина"	
лафитник	+	-	3	к	аии	и	ник	"стопка или большая рюмка удлиненной формы"	
лацкан	+	-	2	н	аа	а	ан	"отворот над застежкой на груди верхней одежды"	
лацпорт	+	-	2	рт	ао	о		NOT FOUND	
лачок	+	+	2	к	ао	о	ок	NOT FOUND	
лбина	-	-	2		иа	а		NOT FOUND	
лбище	+	-	2		ие	е		NOT FOUND	
лев	+	-	1	в	е	е		"крупное хищное животное семейства кошачьих с короткой желтоватой шерстью и с длинной гривой у самцов; денежная единица в Болгарии"	животное
левеллер	+	-	3	р	еее	е		"[англ, levellers букв, уравнители, назв. дано их противниками] —радикально-демократическая мелкобуржуазная группировка в англии в периодбуржуазной революции 17 в.; добивалась установления республики, введениявсеобщего избирательного права; л. выступали, в отличие от диггеров (т, наз.истинных левеллеров), в защиту частной собственности, оттолкнув от себябеднейшие слои, что облегчило индемндентпм разгром левеллеров."	
левентик	+	-	3	к	ееи	и	ик	"[гол,, англ ] —мор. положение паруса, при котором егоплоскость расположена параллельно линии ветра (в таком состоянии парусбездействует), а также положение судна, когда ветер дует спереди вдольдиаметральной плоскости."	абстрактное понятие
левират	+	-	3	т	еиа	а		"[лат. levh1 деверь] — обычай многих народов, преимущ. отсталых,разрешающий младшему брату умершего (или даже обязывающий его) жениться на еговдове."	
левкас	+	-	2	с	еа	а		NOT FOUND	
левкой	+	-	2	й	ео	о		"садовое травянистое растение семейства крестоцветных с пахучими цветками"	растение
левомицетин	+	-	5	н	еоиеи	и	ин	NOT FOUND	
легализм	+	-	3	зм	еаи	и	изм	NOT FOUND	
леггемоглобин	+	-	5	н	ееоои	и	ин	NOT FOUND	
легион	+	-	3	н	еио	о		"крупная войсковая единица; особых воинских частей в некоторых странах; несчислимое множество"	
легитимизм	+	-	4	зм	еиии	и	изм	NOT FOUND	
легумин	+	-	3	н	еуи	и	ин	NOT FOUND	
ледебурит	+	-	4	т	ееуи	и		NOT FOUND	
леденец	+	-	3	ц	еее	е	ец	"сорт фруктовой карамели - прозрачная и твердая конфета без начинки"	
леденчик	+	-	3	к	ееи	и	чик	NOT FOUND	
ледерин	+	-	3	н	ееи	и	ин	"[нем. leder кожа] — переплетная ткань, имитирующая кожу."	
леджес	+	-	2	с	ее	е		NOT FOUND	
ледник	+	-	2	к	еи	и	ник	"плотная масса движущегося льда атмосферного происхождения (в горах или полярных областях); == ледник; погреб, набитый льдом; шкаф, специальное помещение со льдом для скоропортящихся продуктов"	
ледогенератор	+	-	6	р	еоееао	о		NOT FOUND	
ледок	+	+	2	к	ео	о	ок	NOT FOUND	
ледокол	+	-	3	л	еоо	о	ол	"судно, оборудованное для прохода сквозь льды, для плавания во льдах"	
ледолом	+	-	3	м	еоо	о		NOT FOUND	
ледопад	+	-	3	д	еоа	а		NOT FOUND	
ледорез	+	-	3	з	еое	е		"== ледокол; сваи, забитые перед мостовыми устоями; заостренный выступ самого устоя, о который разбивается лед во время ледохода"	
ледоруб	+	-	3	б	еоу	у		"инструмент, род кирки, топора, применяемый альпинистами для рубки льда при восхождении на горные вершины"	артефакт
ледосброс	+	-	3	с	еоо	о		NOT FOUND	
ледоспуск	+	-	3	ск	еоу	у		NOT FOUND	
ледостав	+	-	3	в	еоа	а	в	"замерзание реки, водоема, образование ледяного покрова"	
ледоход	+	-	3	д	еоо	о		"движение льда по течению во время таяния или в начале замерзания рек"	
леер	+	-	2	р	ее	е		"[гол.] — мор. туго натянутая веревка или стальной трос,закрепленный с обеих сторон; прямей, для крепления к ним косых парусов, какприспособление, предохраняющее от падения людей за борт, и т. д."	
лежак	+	-	2	к	еа	а	ак	"находящееся в лежачем положении бревно, брус, труба, балка, часть какого-нибудь устройства (обл. и спец.); жесткой переносной кровати для лежания на открытом воздухе, на пляже"	
лежень	+	-	2	нь	ее	е		"поперечный, лежачий брус в различных сооружениях Spec; == лежебока Regio"	
лежняк	+	-	2	к	ея	я	як	NOT FOUND	
лей	+	-	1	й	е	е		"денежная единица в Румынии"	
лейас	+	-	2	с	еа	а		NOT FOUND	
лейбл	+	-	1	йбл	е	е		NOT FOUND	
лейборизм	+	-	3	зм	еои	и	изм	NOT FOUND	
лейкоз	+	-	2	з	ео	о		"опухолевое заболевание кроветворной ткани"	
лейкопласт	+	-	3	ст	еоа	а		"[гр. leukos белый + plastes образующий] — бесцветные пластиды,содержащиеся в клетках большинства высших и ряда низших растений; клейкопластам относятся амилопласты я алайопласты."	
лейкопластырь	+	-	4	рь	еоаы	ы		"накладываемая на кожу матерчатая полоска с нанесенной на нее скрепляющей клейкой массой"	
лейкопоэз	+	-	4	з	еооэ	э		NOT FOUND	
лейкотроп	+	-	3	п	еоо	о		"|гр. leukos белый + tropos поворот, направление] — вещества,применяющиеся для получения вытравных рисунков (белых или желтых узоров) потканям, окрашенным кубовыми красителями."	
лейкоцит	+	-	3	т	еои	и		"[гр. leukos белый + kytos клетка] — белые кровяные клетки —бесцветные подвижные клетки крови животных и человека (в отличие от красных кровяныхклеток — вритроцитов), способные захватывать и переваривать микроорганизмы иинородные тела; л. делят на аеранумциты а грануло* циты; в 1 мм9 кровиздорового человека содержится 5—8 тыс. лейкоцитов."	
лейкоцитоз	+	-	4	з	еоио	о		"— увеличение числа лейкоцитов в крови."	
лейнафос	+	-	3	с	еао	о		NOT FOUND	
лейтмотив	+	-	3	в	еои	и	ив	"основной мотив, повторяющийся в музыкальном произведении; повторяющаяся в каком-нибудь произведении основная мысль, идея"	
лейцин	+	-	2	н	еи	и	ин	"«гр. leukos белый] — одна из незаменимых аминокислот, составная частьрастительных и животных белков."	
лейцит	+	-	2	т	еи	и		"[гр. leukos белый] — минерал, алюмосиликат калия, относящийся кфельдшпа-тидам, светлой окраски, образуется при застывании лав, бедныхкремнеземом; лейцитовые породы могут использоваться для удобрения и дляполучения алюминия и калия."	
лейцитит	+	-	3	т	еии	и		NOT FOUND	
лейчестер	+	-	3	р	еее	е		NOT FOUND	
лек	+	-	1	к	е	е		"денежная единица в Албании"	
лекаж	+	-	2	ж	еа	а	аж	"[вей. leckage] — потеря в весе или объеме товара, происходящаявследствие его вытекания или просыпки из тары или из транспортных средств."	
лекиф	+	-	2	ф	еи	и		NOT FOUND	
лексикон	+	-	3	н	еио	о		"запас слов, лексика Lib; == словарь N1"	
лекторий	+	-	3	й	еои	и		"учреждение, ведающее организацией публичных лекций; сами такие лекции; помещение для публичных лекций"	
лемех	+	-	2	х	ее	е		"часть плуга, подрезающая пласт земли снизу и передающая его на отвал"	
лен	+	-	1	н	е	е		"земельное владение, предоставляемое вассалу; само право на такое владение и повинности вассала; травянистое растение, из стеблей которого получают прядильное волокно, а из семян - масло"	растение
лендлордизм	+	-	3	зм	еои	и	изм	NOT FOUND	
ленинизм	+	-	3	зм	еии	и	инизм	"учение В. И. Ленина, представляющее собой дальнейшее развитие и конкретизацию марксизма в условиях империализма и пролетарских революций, в эпоху перехода от капитализма к социализму и коммунизму"	
леноблсовет	+	-	4	т	еоое	е		NOT FOUND	
ленок	+	+	2	к	ео	о	ок	NOT FOUND	
ленсовет	+	-	3	т	еое	е		NOT FOUND	
лентоукладчик	+	-	5	к	еоуаи	и	чик	NOT FOUND	
ленч	+	-	1	нч	е	е		"[англ. lunch] — в великобритании и нек-рых других странах — второй,более поздний завтрак."	
ленчик	+	-	2	к	еи	и	чик	"деревянная основа седла"	
леонтиазис	+	-	5	с	еоиаи	и		NOT FOUND	
леотард	+	-	3	рд	еоа	а		NOT FOUND	
лепесток	+	-	3	к	еео	о	ок	"листочек из венчика цветка; предмет такой или сходной формы"	артефакт
лепесточек	+	-	4	к	ееое	е	очек	NOT FOUND	
лепет	+	+	2	т	ее	е		"несвязная, неясная речь (ребенка)"	
лепидодендрон	+	-	5	н	еиоео	о		"[гр. lepis (lepidos) чешуя + dendron дерево] — вымершееплауновое растение (лепидофит), имевшее ствол до 30 м высотой, диаметром до 2м, покрытый своеобразным узором в виде чешуек, образованных основаниямиотпавших листьев; лепидодендроны существовали с конца девонского по пермскийпериод палеозойской эры (расцвет — в карбоне)."	растение
лепидолит	+	-	4	т	еиои	и		"[гр. lepis (lepidos) чешуя + lithos камень] — минерал, литиеваяслюда сложного состава, розово-фиолетового цвета, иногда бесцветная; частосодержит ценную примесь окиси цезия (до 2—3%); примен. как руда для получениясоединений лития и иногда цезия."	
лепрозорий	+	-	4	й	еоои	и		"[лат. leprosus прокаженный] — лечебно-профилактическоеучреждение для больных проказой (лепрой), занимающееся активным выявлением,изоляцией и лечением больных проказой, диспансерным наблюдением законтактировавшими с больными, организацией иммунопрофилактики и т. п."	
лептоспироз	+	-	4	з	еоио	о		"[гр. leptos узкий + speira завиток] — группа инфекционныхзаболеваний животных и человека, вызываемых микроорганизмом лептоспирой (имеетформу тонкой спирали) и проявляющихся лихорадкой, желтухой, мышечно-суставными болями ит. п."	
лес	+	+	1	с	е	е		"множество деревьев, растущих на большом пространстве с сомкнутыми кронами; срубленные деревья как строительный и промышленный материал; о множестве чего-нибудь поднятого, устремленного вверх"	
лесище	+	-	3		еие	е	ище	NOT FOUND	
лесовоз	+	-	3	з	еоо	о		"судно или грузовой автомобиль для перевозки леса"	
лесозавод	+	-	4	д	еоао	о		"промышленное предприятие по обработке лесных материалов"	
лесок	+	-	2	к	ео	о	ок	NOT FOUND	
лесокомбайн	+	-	4	йн	еооа	а		NOT FOUND	
лесокомбинат	+	-	5	т	еооиа	а		NOT FOUND	
лесоматериал	+	-	6	л	еоаеиа	а		NOT FOUND	
лесопарк	+	-	3	рк	еоа	а		"лесной массив в городе, в рабочем поселке"	
лесопитомник	+	-	5	к	еоиои	и	ник	NOT FOUND	
лесоповал	+	-	4	л	еооа	а		"валка леса"	
лесопогрузчик	+	-	5	к	еооуи	и	чик	NOT FOUND	
лесопункт	+	-	3	нкт	еоу	у		NOT FOUND	
лесосад	+	-	3	д	еоа	а		NOT FOUND	
лесосклад	+	-	3	д	еоа	а		NOT FOUND	
лесоспуск	+	-	3	ск	еоу	у		NOT FOUND	
лесоукладчик	+	-	5	к	еоуаи	и	чик	NOT FOUND	
лесоучасток	+	-	5	к	еоуао	о	ок	NOT FOUND	
лесочек	+	-	3	к	еое	е	очек	NOT FOUND	
леспромхоз	+	-	3	з	еоо	о		"лесопромышленное хозяйство - предприятие, занимающееся заготовкой, вывозом и сплавом леса"	
лесстройматериал	+	-	6	л	еоаеиа	а		NOT FOUND	
лесхоз	+	-	2	з	ео	о		"лесное хозяйство - предприятие, занимающееся учетом, воспроизводством, охраной и защитой лесов"	
летник	+	-	2	к	еи	и	ник	"однолетнее садовое растение"	растение
леток	+	-	2	к	ео	о	ок	"отверстие в улье для влета и вылета пчел"	
летописец	+	-	4	ц	еоие	е	ец	"составитель летописи"	
лецитин	+	-	3	н	еии	и	ин	"[гр. lekithos яичный желток] — жироподобные органическиевещества, содержащиеся в растениях а животных (в т. ч. в яичном желтке);принадлежат к фосфатидам, т. е. к группе содержащих фосфор липоидов."	
лецитис	+	-	3	с	еии	и		NOT FOUND	
лечебник	+	-	3	к	ееи	и	ник	NOT FOUND	
лжеопыт	+	-	3	т	еоы	ы		NOT FOUND	
лжеплод	+	-	2	д	ео	о		NOT FOUND	
лиард	+	-	2	рд	иа	а		NOT FOUND	
либерализм	+	-	4	зм	иеаи	и	изм	"буржуазное идеологическое и политическое течение, объединяющее сторонников парламентского строя, буржуазно-демократических свобод и свободного капиталистического предпринимательства; излишняя терпимость, снисходительность, вредное попустительство"	абстрактное понятие
ливень	+	-	2	нь	ие	е		"сильный дождь"	
ливер	+	+	2	р	ие	е		"продукт из печени, легкого, сердца, селезенки убойных животных"	
ливнеотвод	+	-	4	д	иеоо	о		NOT FOUND	
ливнесброс	+	-	3	с	иео	о		NOT FOUND	
ливнеспуск	+	-	3	ск	иеу	у		NOT FOUND	
ливнесток	+	-	3	к	иео	о	ок	"сток для ливневых вод"	
ливр	+	-	1	вр	и	и		"[фр. livre лат. libra фунт] — 1) серебряная монета, обращавшаяся вофранции в средние века; 2) денежная единица франции до введения в 1799 г.франка; в 1834 г. монеты, выраженные в ливрах, изъяты из обращения; 3)старинная французская мера массы, равная приблизительно х/2 кг."	
лиганд	+	-	2	нд	иа	а		NOT FOUND	
лигнин	+	-	2	н	ии	и	ин	"[лат. lignum (ligni) дерево] — 1) органическое вещество,содержащееся в растительных тканях (гл. обр. в древесине) наряду с целлюлозой;2) тонкий перевязочный материал из древесной ваты."	вещество
лигнит	+	-	2	т	ии	и		"[лат. lignum (hgni) дерево] — разновидность бурого угля, содержит65—71% углерода; в лигните хорошо сохранилась древесная структура."	
лигностон	+	-	3	н	иоо	о		NOT FOUND	
лигроин	+	-	3	н	иои	и	ин	NOT FOUND	
лидар	+	-	2	р	иа	а		NOT FOUND	
лиддит	+	-	2	т	ии	и		NOT FOUND	
