word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
katolicizmus	-	+	5	s	aoiiu	u		"učení a řád katolické církve"	абстрактное понятие
kaučuk	-	+	3	k	auu	u		"makromolekulová látka získaná z latexu kaučukovníku nebo polymerací vhodných monomerů"	вещество
kaz	-	+	1	z	a	a		NOT FOUND	
kašel	-	-	2	l	ae	e		NOT FOUND	
kaštan	-	+	2	n	aa	a	an	NOT FOUND	
kbelík	-	+	2	k	eí	í		NOT FOUND	
kec	-	+	1	c	e	e		NOT FOUND	
kel	-	+	1	l	e	e		NOT FOUND	
kelímek	-	+	3	k	eíe	e	ek	NOT FOUND	
kemp	-	+	1	mp	e	e		"tábor; táboření, tábořiště, kempink"	
kečup	-	+	2	p	eu	u		"ochucený rajčatový protlak"	вещество
keř	-	-	1	ř	e	e		NOT FOUND	
kilogram	-	+	3	m	ioa	a		NOT FOUND	
kiosek	-	+	3	k	ioe	e	ek	NOT FOUND	
kiosk	-	+	2	sk	io	o		"zahradní besídka; prodejní stánek, kiosek"	
klacek	-	+	2	k	ae	e	ek	NOT FOUND	
klad	-	+	1	d	a	a		NOT FOUND	
klakson	-	+	2	n	ao	o		"houkačka motorových vozidel"	артефакт
klam	-	+	1	m	a	a		NOT FOUND	
klan	-	+	1	n	a	a		"rod, kmen; pevně semknuté společenství"	
klas	-	+	1	s	a	a		NOT FOUND	
klavír	-	+	2	r	aí	í		NOT FOUND	
klenot	-	+	2	t	eo	o	ot	NOT FOUND	
klep	-	+	1	p	e	e		NOT FOUND	
klid	-	+	1	d	i	i		NOT FOUND	
klik	-	+	1	k	i	i		NOT FOUND	
klip	-	+	1	p	i	i		"1. střih; krátký filmový záběr nebo zvuková nahrávka; 2. příkrý útes; malé ploché skalnaté pobřeží"	
klitoris	-	+	3	s	ioi	i		"poštěváček"	
klobouk	-	+	3	k	oou	u		NOT FOUND	
klobouček	-	+	4	k	ooue	e	ek	NOT FOUND	
klon	-	+	1	n	o	o		"potomstvo vzniklé nepohlavní cestou z jednoho jedince"	
kloub	-	+	2	b	ou	u		NOT FOUND	
klozet	-	+	2	t	oe	e		"splachovací záchod"	
klub	-	+	1	b	u	u		"spolek sdružení lidí se společným zájmem; společenská místnost; noční podnik, bar"	
klus	-	+	1	s	u	u		NOT FOUND	
kluzák	-	+	2	k	uá	á	ák	NOT FOUND	
klášter	+	-	2	r	áe	e		NOT FOUND	
klérus	-	+	2	s	éu	u		"duchovenstvo"	абстрактное понятие
klín	+	+	1	n	í	í		NOT FOUND	
klíč	-	-	1	č	í	í		NOT FOUND	
klíček	-	+	2	k	íe	e	ek	NOT FOUND	
kmen	-	+	1	n	e	e		NOT FOUND	
kmit	-	+	1	t	i	i		NOT FOUND	
kmitočet	-	+	3	t	ioe	e		NOT FOUND	
knedlík	-	+	2	k	eí	í		NOT FOUND	
knihtisk	-	+	2	sk	ii	i		NOT FOUND	
knoflík	-	+	2	k	oí	í		NOT FOUND	
knír	-	+	1	r	í	í		NOT FOUND	
knírek	-	+	2	k	íe	e	ek	NOT FOUND	
koberec	-	-	3	c	oee	e	ec	NOT FOUND	
kodex	-	+	2	x	oe	e		"sbírka rukopisů a dokumentů, zákoník"	абстрактное понятие
kodér	-	+	2	r	oé	é		"zařízení ke kódování dat"	
koeficient	-	+	5	nt	oeiie	e		"součinitel; neproměnná veličina, obv. konstanta úměrnosti; index, bezrozměrný statistický výraz"	
kohout	-	+	3	t	oou	u	out	NOT FOUND	
kohoutek	-	+	4	k	ooue	e	ek	NOT FOUND	
kok	-	+	1	k	o	o		"bakterie kulovitého tvaru"	
kokos	-	+	2	s	oo	o		"kokosový ořech, plod kokosové palmy"	
kokot	-	+	2	t	oo	o	ot	NOT FOUND	
kokpit	-	+	2	t	oi	i		"pilotní kabina; místo pro posádku v zadní části člunu"	
koks	-	+	1	ks	o	o		"1. palivo, tuhý zbytek vysokoteplotní karbonizace uhlí i dalších látek 2. kokain"	вещество
koktejl	-	+	2	jl	oe	e		"chlazený alkoholický i nealkoholický míchaný nápoj; míchaný předkrm; společenská schůzka s lehkým občerstvením, obv. v pozdní odpoledne"	вещество
kolaps	-	+	2	ps	oa	a		"zhroucení, selhání orgánu, organizmu, systému"	
kolek	-	+	2	k	oe	e	ek	NOT FOUND	
kolektiv	-	+	3	v	oei	i		"1. společenství; organizovaná, obvykle malá skupina osob; 2. druh optické čočky"	абстрактное понятие
kolník	-	+	2	k	oí	í		NOT FOUND	
koloběh	-	+	3	h	ooě	ě		NOT FOUND	
kolos	-	+	2	s	oo	o		"antická socha nadživotní velikosti; tvor neobyčejné velikosti, obr; věc mimořádně velkých rozměrů, gigant"	артефакт
kolotoč	-	-	3	č	ooo	o		NOT FOUND	
kolovrátek	-	+	4	k	ooáe	e	ek	NOT FOUND	
koláč	-	-	2	č	oá	á	áč	NOT FOUND	
koláček	-	+	3	k	oáe	e	ek	NOT FOUND	
kolík	-	+	2	k	oí	í		NOT FOUND	
kombajn	-	+	2	jn	oa	a		"strojový komplex vykonávající několik po sobě následujících pracovních úkolů"	артефакт
komentář	-	-	3	ř	oeá	á	ář	"poznámky, vysvětlivky, vysvětlení, výklad, kritika"	
komfort	-	+	2	rt	oo	o		"pohodlí, přepych"	
komiks	-	+	2	ks	oi	i		"obrázkový seriál"	артефакт
kompars	-	+	2	rs	oa	a		"v divadle a filmu sbor statistů"	
kompas	-	+	2	s	oa	a		"pomůcka k určování světových stran"	артефакт
kompilátor	-	+	4	r	oiáo	o		NOT FOUND	
komplet	-	+	2	t	oe	e		"souprava, sada; souhrn částí určitého celku"	
komplex	-	+	2	x	oe	e		"souhrn, soubor; skupina předmětů tvořících celek souhrn pocitů, sebehodnocení"	абстрактное понятие
kompliment	-	+	3	nt	oie	e		"lichotka; poklona, projev úcty"	абстрактное понятие
komplot	-	+	2	t	oo	o	ot	"spiknutí, pikle"	
kompost	-	+	2	st	oo	o		"organické nebo průmyslově vyráběné hnojivo"	вещество
kompot	-	+	2	t	oo	o	ot	"zavařené ovoce"	вещество
kompromis	-	+	3	s	ooi	i		"dohoda na základě vzájemných ústupků"	абстрактное понятие
komín	+	+	2	n	oí	í		NOT FOUND	
koncentrát	-	+	3	t	oeá	á		"1. zhuštěný roztok; 2. kovem obohacená surovina po koncentraci rudy; 3. zbytek po odpaření rozpouštědel"	вещество
koncentrátor	-	+	4	r	oeáo	o		NOT FOUND	
koncept	-	+	2	pt	oe	e		"1. první návrh textu, přibližné vypracování textu, náčrt; 2. koncepce, pojetí, pojem"	абстрактное понятие
koncert	-	+	2	rt	oe	e		"veřejná hudební produkce; vícevětá hudební skladba pro sólový nástroj a orchestr"	
koncil	-	+	2	l	oi	i		"církevní sněm"	
kondom	-	+	2	m	oo	o		"prezervativ, mužský gumový ochranný a antikoncepční prostředek"	артефакт
konec	-	-	2	c	oe	e	ec	NOT FOUND	
konektor	-	+	3	r	oeo	o		"spojovací součástka; společný název pro elektrickou zásuvku a vidlici"	артефакт
koneček	-	+	3	k	oee	e	ek	NOT FOUND	
konečník	-	+	3	k	oeí	í		NOT FOUND	
konflikt	-	+	2	kt	oi	i		"neshoda, rozpor, střet, střetnutí, válka"	абстрактное понятие
kongres	-	+	2	s	oe	e		"sjezd, shromáždění; parlament některých států; politická strana v některých státech"	
konkurs	-	+	2	rs	ou	u		"1. forma výběru, soutěž; 2. soudní řízení na vyrovnání a zajištění majetku upadajícího dlužníka, konkurzní řízení"	
konkurz	-	+	2	rz	ou	u		"1. forma výběru, soutěž; 2. soudní řízení na vyrovnání a zajištění majetku upadajícího dlužníka, konkurzní řízení"	
konsenzus	-	+	3	s	oeu	u		"shoda názorů, souhlas, společný postoj, součinnost"	абстрактное понятие
konstruktivismus	-	+	5	s	ouiiu	u		NOT FOUND	абстрактное понятие
kontakt	-	+	2	kt	oa	a		"dotyk, spojení, styk"	
kontejner	-	+	3	r	oee	e		"přepravník, pojízdná nádoba na tuhý komunální odpad"	артефакт
kontext	-	+	2	xt	oe	e		"souvislost; významová souvislost jazykového projevu; souvislý text; souvislost jevů nebo událostí"	абстрактное понятие
kontinent	-	+	3	nt	oie	e		"pevnina, světadíl"	
kontingent	-	+	3	nt	oie	e		"pevný počet, pevně stanovené množství"	
kontr	-	+	1	ntr	o	o		NOT FOUND	
kontrabas	-	+	3	s	oaa	a		"1. strunný smyčcový hudební nástroj, basa; 2. hluboký mužský hlas"	артефакт
kontrakt	-	+	2	kt	oa	a		"smlouva, dohoda"	
kontrast	-	+	2	st	oa	a		"naprostá odlišnost; protiklad, opak rozdílnost"	абстрактное понятие
kontrolér	-	+	3	r	ooé	é		"zařízení pro řízení chodu elektrických motorových vozidel"	артефакт
konvektor	-	+	3	r	oeo	o		"topné těleso teplovzdušného vytápění"	артефакт
konvent	-	+	2	nt	oe	e		"shromáždění, schůzka; osazenstvo, budova kláštera"	
konvertor	-	+	3	r	oeo	o		"měnič, směšovač, převodník; hutnická pec"	
konvoj	-	-	2	j	oo	o		"ochranný ozbrojený doprovod; dlouhá řada, skupina dopravních prostředků"	
konzervatismus	-	+	5	s	oeaiu	u		NOT FOUND	
konzervativismus	-	+	6	s	oeaiiu	u		NOT FOUND	
konzervátor	-	+	4	r	oeáo	o		NOT FOUND	
konzum	-	+	2	m	ou	u		"1. spotřeba věcí potřebných k živobytí, konzumace; 2. obchod se smíšeným zbožím; spotřební družstvo i jeho prodejna"	
koníček	-	+	3	k	oíe	e	ek	NOT FOUND	
kopanec	-	-	3	c	oae	e	ec	NOT FOUND	
kopec	-	-	2	c	oe	e	ec	NOT FOUND	
kopeček	+	+	3	k	oee	e	ek	NOT FOUND	
kopr	-	+	1	pr	o	o		NOT FOUND	
kopáč	-	-	2	č	oá	á	áč	NOT FOUND	
korbel	-	-	2	l	oe	e		NOT FOUND	
kord	-	+	1	rd	o	o		"1. dlouhá bodná zbraň, šermířská zbraň; 2. vroubkovaná tkanina, manšestr; 3. tkanina na vyztužování koster pneumatik"	артефакт
korek	-	+	2	k	oe	e	ek	NOT FOUND	
korektor	-	+	3	r	oeo	o		"zařízení samočinně upravující činnost stroje, údaje měřícího přístroje; pracovník provádějící korekturu textu"	артефакт
koriandr	-	+	3	ndr	oia	a		"jednoletá bylina, jejíž plody se užívají jako koření"	вещество
koridor	-	+	3	r	oio	o		"1. chodba velkých rozměrů; 2. pruh území vedoucí cizím státem"	
korpus	-	+	2	s	ou	u		"1. tělo, těleso; 2. ozvučná skříň nástroje; 3. soupis památek zahrnující pouze určitý materiál; 4. pečený pekárenský polotovar"	
koráb	-	+	2	b	oá	á		NOT FOUND	
korálek	-	+	3	k	oáe	e	ek	NOT FOUND	
kosatec	-	-	3	c	oae	e	ec	NOT FOUND	
kosmodrom	-	+	3	m	ooo	o		"místo, odkud startují kosmické rakety; komplex zařízení ke startu raket"	
kosmos	-	+	2	s	oo	o		"vesmír, svět"	
kosočtverec	-	-	4	c	ooee	e	ec	NOT FOUND	
kostel	+	-	2	l	oe	e		NOT FOUND	
kostým	-	+	2	m	oý	ý		"dámský oblek; divadelní a maškarní oděv"	артефакт
kotec	-	-	2	c	oe	e	ec	NOT FOUND	
kotel	-	+	2	l	oe	e		NOT FOUND	
kotlík	-	+	2	k	oí	í		NOT FOUND	
kotouč	-	-	3	č	oou	u		NOT FOUND	
kotrmelec	-	-	3	c	oee	e	ec	NOT FOUND	
koukol	-	+	3	l	ouo	o		NOT FOUND	
kousek	+	+	3	k	oue	e	ek	NOT FOUND	
kout	+	+	2	t	ou	u		NOT FOUND	
koutek	+	+	3	k	oue	e	ek	NOT FOUND	
kouř	-	-	2	ř	ou	u		NOT FOUND	
kovošrot	-	+	3	t	ooo	o	ot	NOT FOUND	
kočár	-	+	2	r	oá	á		NOT FOUND	
kočárek	-	+	3	k	oáe	e	ek	NOT FOUND	
koňak	-	+	2	k	oa	a		"vinný destilát"	вещество
kořen	-	+	2	n	oe	e		NOT FOUND	
koš	-	-	1	š	o	o		NOT FOUND	
košík	-	+	2	k	oí	í	ík	NOT FOUND	
kožich	+	+	2	ch	oi	i		NOT FOUND	
krab	-	+	1	b	a	a		"1. jedlý korýš; 2. architektonická plastická ozdoba, žabka, žába"	
krach	-	+	1	ch	a	a		"úpadek, bankrot; úplný nezdar"	абстрактное понятие
kraj	-	-	1	j	a	a		NOT FOUND	
krajíc	-	-	2	c	aí	í		NOT FOUND	
kraul	-	+	2	l	au	u		"plavecký styl"	
kravál	-	+	2	l	aá	á		NOT FOUND	
kravín	+	+	2	n	aí	í		NOT FOUND	
kredenc	-	-	2	nc	ee	e		NOT FOUND	
kredit	-	+	2	t	ei	i		"1. úvěr; plusový zůstatek na účtě; pravá strana účtu; 2. důvěra, vážnost, vliv, postavení; 3. hodnota, význam vysokoškolské zkoušky, zápočtu"	
kriket	-	+	2	t	ie	e		"sportovní pálkovací hra"	
kriminál	-	+	3	l	iiá	á		NOT FOUND	абстрактное понятие
krmelec	-	-	2	c	ee	e	ec	NOT FOUND	
krok	-	+	1	k	o	o		NOT FOUND	
kroužek	-	+	3	k	oue	e	ek	NOT FOUND	
krov	-	+	1	v	o	o		NOT FOUND	
krucifix	-	+	3	x	uii	i		"plastika ukřižovaného Krista"	
kruh	-	+	1	h	u	u		NOT FOUND	
krumpáč	-	-	2	č	uá	á	áč	NOT FOUND	
krunýř	-	-	2	ř	uý	ý		NOT FOUND	
krystal	-	+	2	l	ya	a		"pevná látka, v níž jsou rovnovážné polohy částic prostorově periodicky uspořádány"	вещество
kryt	-	+	1	t	y	y		NOT FOUND	
krám	-	+	1	m	á	á		NOT FOUND	
krápník	-	+	2	k	áí	í		NOT FOUND	
krém	-	+	1	m	é	é		"polotuhá hmota, krémovitá hmota 1. k čištění, leštění; 2.kosmetický přípravek ke vtírání; 3. cukrářský přípravek; 4. jemná polévka; 5. hustý likér"	вещество
krček	-	+	1	k	e	e	ek	NOT FOUND	
kufr	-	+	1	fr	u	u		NOT FOUND	
kufřík	-	+	2	k	uí	í		NOT FOUND	
kulečník	-	+	3	k	ueí	í		NOT FOUND	
kulich	-	+	2	ch	ui	i		NOT FOUND	
kulomet	-	+	3	t	uoe	e		NOT FOUND	
kuloár	-	+	3	r	uoá	á		"1. chodba (obv. postranní nebo vedlejší místnost význačné budovy; zákulisí; 2. strmá, úzká, hluboká rokle, širší než komín"	
kult	-	+	1	lt	u	u		"náboženský obřad; uctívání, velebení, často nekritické"	абстрактное понятие
kup	-	+	1	p	u	u		NOT FOUND	
kupon	-	+	2	n	uo	o		"druh cenného papíru; ústřižek; vzorek látky"	артефакт
kurník	-	+	2	k	uí	í		NOT FOUND	
kurs	-	+	1	rs	u	u		"1. cena cenného papíru nebo devizy na peněžním, kapitálovém nebo devizovém trhu; 2. dopravní směr, úhel letu; 3. směr, režim, ráz, např. politiky; 4. soubor přednášek"	
kurt	-	+	1	rt	u	u		"1. sportovní hřiště, dvorec; 2. popruh"	
kurz	-	+	1	rz	u	u		"1. cena cenného papíru nebo devizy na peněžním, kapitálovém nebo devizovém trhu; 2. dopravní směr, úhel letu; 3. směr, režim, ráz, např. politiky; 4. soubor přednášek"	
kus	-	+	1	s	u	u		NOT FOUND	
kusovník	-	+	3	k	uoí	í		NOT FOUND	
kustod	-	+	2	d	uo	o		"dozorce, průvodce, opatrovník; správce"	
kuřák	-	+	2	k	uá	á	ák	NOT FOUND	
kužel	-	+	2	l	ue	e		NOT FOUND	
kvartál	-	+	2	l	aá	á		"čtvrtletí"	
kvasar	-	+	2	r	aa	a		"kosmický objekt podobný hvězdám s velkým rudým posuvem, intenzivní rádiový zdroj"	
kvádr	-	+	1	dr	á	á		"rovnoběžnostěn s obdélníkovými stěnami a kolmými hranami; stavebnina různých rozměrů a tvarů, náhražka zděného materiálu"	
kvítek	-	+	2	k	íe	e	ek	NOT FOUND	
kvíz	-	+	1	z	í	í		NOT FOUND	
květ	-	+	1	t	ě	ě		NOT FOUND	
květen	+	-	2	n	ěe	e		NOT FOUND	
květináč	-	-	3	č	ěiá	á	áč	NOT FOUND	
kyj	-	-	1	j	y	y		NOT FOUND	
kysličník	-	+	3	k	yií	í		NOT FOUND	
kyčel	-	-	2	l	ye	e		NOT FOUND	
kádr	-	+	1	dr	á	á		"skupina osob tvořící základ celku; odborně i politicky zdatný pracovník"	
kámen	-	+	2	n	áe	e		NOT FOUND	
kód	-	+	1	d	ó	ó		"šifra; systém znaků a pravidel pro přepis jiných znaků"	
kýl	-	+	1	l	ý	ý		NOT FOUND	
kýč	-	-	1	č	ý	ý		"naoko líbivé, ale umělecky bezcenné dílo"	
křemen	-	-	2	n	ee	e		NOT FOUND	
křest	-	+	1	st	e	e		NOT FOUND	
křik	-	+	1	k	i	i		NOT FOUND	
křišťál	-	+	2	l	iá	á		NOT FOUND	
křídelník	-	+	3	k	íeí	í		NOT FOUND	
kříž	-	-	1	ž	í	í		NOT FOUND	
křížek	-	+	2	k	íe	e	ek	NOT FOUND	
kůl	-	+	1	l	ů	ů		NOT FOUND	
kůr	-	+	1	r	ů	ů		NOT FOUND	
labyrint	-	+	3	nt	ayi	i		"bludiště; stavba s množstvím spletitých chodeb; anat. kanálková část vnitřního ucha"	
lak	-	+	1	k	a	a		NOT FOUND	
lalok	-	+	2	k	ao	o		NOT FOUND	
lalůček	-	+	3	k	aůe	e	ek	NOT FOUND	
lamač	-	-	2	č	aa	a	ač	NOT FOUND	
laminát	-	+	3	t	aiá	á		"vrstvená hmota ve formě desek vyztužená vlákny"	артефакт
lanýž	-	-	2	ž	aý	ý		"chutná jedlá houba s podzemními plodnicemi"	
lapač	-	-	2	č	aa	a	ač	NOT FOUND	
lapsus	-	+	2	s	au	u		"chyba, omyl, pád; vypadávání (např. vlasů, nehtů); nedopatření (1. linguae přeřeknutí)"	абстрактное понятие
laptop	-	+	2	p	ao	o		"přenosný osobní počítač kufříkového rozměru s bateriovým napájením"	артефакт
lapák	-	+	2	k	aá	á	ák	NOT FOUND	
lazaret	-	+	3	t	aae	e		"nemocnice"	
leasing	-	+	3	ng	eai	i		"pronájem"	
led	-	+	1	d	e	e		NOT FOUND	
ledek	-	+	2	k	ee	e	ek	"1. dusíkaté hnojivo,1. (dusičnan) sodný a vápenatý; 2. součást černého střelného prachu,1. (dusičnan) draselný"	вещество
leden	+	-	2	n	ee	e		NOT FOUND	
legát	-	+	2	t	eá	á		"úředník se zvláštním posláním"	
lei	-	-	2		ei	i		NOT FOUND	
leitmotiv	-	+	4	v	eioi	i		"příznačný motiv, hlavní myšlenka"	абстрактное понятие
lem	-	+	1	m	e	e		NOT FOUND	
len	-	+	1	n	e	e		NOT FOUND	
lenoch	-	+	2	ch	eo	o		NOT FOUND	
lep	-	+	1	p	e	e		NOT FOUND	
lepek	-	+	2	k	ee	e	ek	"směs bílkovin vyskytující se v normální formě v pšenici, gluten"	вещество
les	+	-	1	s	e	e		NOT FOUND	
lesk	-	+	1	sk	e	e		NOT FOUND	
lesík	+	-	2	k	eí	í	ík	NOT FOUND	
let	-	+	1	t	e	e		NOT FOUND	
letokruh	-	+	3	h	eou	u		NOT FOUND	
letopis	-	+	3	s	eoi	i		NOT FOUND	
letopočet	-	+	4	t	eooe	e		NOT FOUND	
letoun	-	+	3	n	eou	u	oun	NOT FOUND	
leták	-	+	2	k	eá	á	ák	NOT FOUND	
lev	+	-	1	v	e	e		"měnová jednotka Bulharska (množné číslo leva)"	
lid	-	+	1	d	i	i		NOT FOUND	
lihovar	-	+	3	r	ioa	a		NOT FOUND	
liják	-	+	2	k	iá	á	ák	NOT FOUND	
likér	-	+	2	r	ié	é		"sladký sirupovitý alkoholický nápoj"	вещество
lilek	-	+	2	k	ie	e	ek	NOT FOUND	
limit	-	+	2	t	ii	i		"krajní mez, stanovená nejmenší nebo největší hranice"	
lis	-	+	1	s	i	i		NOT FOUND	
list	-	+	1	st	i	i		NOT FOUND	
listen	-	+	2	n	ie	e		NOT FOUND	
listopad	-	+	3	d	ioa	a		NOT FOUND	
loch	-	+	1	ch	o	o		"1. jáma, díra, vězení; 2. ve Skotsku jezero nebo dlouhý úzký záliv"	
lok	-	+	1	k	o	o		NOT FOUND	
lom	-	+	1	m	o	o		NOT FOUND	
los	-	+	1	s	o	o		NOT FOUND	
louskáček	-	+	4	k	ouáe	e	ek	NOT FOUND	
lov	-	+	1	v	o	o		NOT FOUND	
luh	-	+	1	h	u	u		NOT FOUND	
luk	-	+	1	k	u	u		NOT FOUND	
lumen	-	+	2	n	ue	e		"1. světlo, záře; 2. jednotka pro světelný tok; 3. buněčná dutina; 4. výjimečně schopný, nadaný člověk (i ironicky)"	
lunapark	-	+	3	rk	uaa	a		"zábavní park"	
lup	-	+	1	p	u	u		NOT FOUND	
lupen	-	+	2	n	ue	e		NOT FOUND	
lusk	-	+	1	sk	u	u		NOT FOUND	
lux	-	+	1	x	u	u		"1. jednotka pro osvětlení; 2. vysavač, elektrolux"	
luxus	-	+	2	s	uu	u	us	"přepych"	
lymfocyt	-	+	3	t	yoy	y		"druh bílých krvinek"	
lán	-	+	1	n	á	á		NOT FOUND	
lát	-	+	1	t	á	á		NOT FOUND	
lék	-	+	1	k	é	é		NOT FOUND	
líc	-	-	1	c	í	í		NOT FOUND	
líh	-	+	1	h	í	í		NOT FOUND	
límec	-	-	2	c	íe	e	ec	NOT FOUND	
límeček	-	+	3	k	íee	e	ek	NOT FOUND	
lístek	-	+	2	k	íe	e	ek	NOT FOUND	
lísteček	-	+	3	k	íee	e	ek	NOT FOUND	
lívanec	-	-	3	c	íae	e	ec	NOT FOUND	
lůj	-	-	1	j	ů	ů		NOT FOUND	
magazín	-	+	3	n	aaí	í		"barevný obrázkový časopis různorodého obsahu; prodejna, obchod, obchodní dům"	
magistrát	-	+	3	t	aiá	á		"městský úřad; radnice"	абстрактное понятие
magnet	-	+	2	t	ae	e		"feromagnetické těleso, zdroj magnetického pole působící přitažlivou silou na jiná feromagnetická tělesa"	артефакт
magnetismus	-	+	4	s	aeiu	u		"vzájemné působení látky a magnetického pole"	абстрактное понятие
magnetofon	-	+	4	n	aeoo	o		"přístroj pro záznam zvuku na magnetický pás a jeho reprodukci"	артефакт
majestát	-	+	3	t	aeá	á		"panovnická moc, titul panovníka; odznak panovnické hodnosti; panovnická listina; vznešenost, velebnost, majestátnost"	
majetek	-	+	3	k	aee	e	ek	NOT FOUND	
maják	-	+	2	k	aá	á	ák	NOT FOUND	
maloobchod	-	+	4	d	aooo	o		NOT FOUND	
malér	-	+	2	r	aé	é		"neštěstí, nepříjemnost, nehoda"	
malíček	-	+	3	k	aíe	e	ek	NOT FOUND	
management	-	+	4	nt	aaee	e		"systém teoretických a praktických řídicích znalostí a činností; vedení, skupina manažerů"	абстрактное понятие
manažer	-	+	3	r	aae	e		NOT FOUND	
mandát	-	+	2	t	aá	á		"plná moc, pověření, příkaz; listina obsahující plnou moc"	
manifest	-	+	3	st	aie	e		"slavnostní veřejné prohlášení, významný ústní nebo písemný projev"	артефакт
manometr	-	+	3	tr	aoe	e		"tlakoměr"	артефакт
mantinel	-	+	3	l	aie	e		"zvýšený okraj hrací plochy, hrazení; vymezení prostoru, možností, hranic"	
manuál	-	+	3	l	auá	á		"1. příruční zápisní kniha, manuálník; 2. ruční klávesnice varhan nebo harmonia; 3. návod k použití"	артефакт
manévr	-	+	2	vr	aé	é		"opatření, pohyb nebo čin obvykle klamného, úhybného, krycího charakteru"	
margarín	-	+	3	n	aaí	í		"emulgovaný potravinový tuk"	вещество
marketing	-	+	3	ng	aei	i		"koncepce obchodní a výrobní politiky firmy"	абстрактное понятие
masakr	-	+	2	kr	aa	a		"hromadné krveprolití"	
masopust	-	+	3	st	aou	u		NOT FOUND	
mat	-	+	1	t	a	a		"konec šachové hry"	
materiál	-	+	4	l	aeiá	á		"látka, surovina, hmota; prostředek k uskutečnění něčeho, podklad"	вещество
maz	-	+	1	z	a	a		NOT FOUND	
mazák	-	+	2	k	aá	á	ák	NOT FOUND	
mechanismus	-	+	4	s	eaiu	u		"1. ustálená soustava úkonů nebo jevů; bezmyšlenkovité jednání; 2. strojní zařízení, mechanika"	артефакт
mechanizmus	-	+	4	s	eaiu	u		"1. ustálená soustava úkonů nebo jevů; bezmyšlenkovité jednání; 2. strojní zařízení, mechanika"	артефакт
med	-	+	1	d	e	e		NOT FOUND	
medailon	-	+	4	n	eaio	o		"kruhový terč s reliéfní výzdobou; umělecký útvar charakterizující formou eseje nějakou osobnost"	артефакт
medailonek	-	+	5	k	eaioe	e	ek	NOT FOUND	артефакт
megafon	-	+	3	n	eao	o		"hlásná trouba, zesilovač zvuku"	артефакт
mejdan	-	+	2	n	ea	a	an	"večírek, oslava"	
meloun	-	+	3	n	eou	u	oun	NOT FOUND	
meteor	-	+	3	r	eeo	o		"název pro jev pozorovaný na zemském povrchu a v atmosféře s výjimkou oblaků; astr. světelný jev pozorovaný při průletu meteoroidu zemskou atmosférou"	
mezerník	-	+	3	k	eeí	í		NOT FOUND	
meziprodukt	-	+	4	kt	eiou	u		NOT FOUND	
mezistupeň	-	-	4	ň	eiue	e		NOT FOUND	
mezičlánek	-	+	4	k	eiáe	e	ek	NOT FOUND	
mezník	-	+	2	k	eí	í		NOT FOUND	
meč	-	-	1	č	e	e		"sportovní utkání, zápas"	артефакт
mikrob	-	+	2	b	io	o		"mikroorganizmus, jen mikroskopem viditelný organizmus, obv. jednobuněčný"	
mikrobus	-	+	3	s	iou	u	us	"malý autobus pro dopravu malého počtu osob"	
mikroorganismus	-	+	6	s	iooaiu	u		NOT FOUND	
mikroorganizmus	-	+	6	s	iooaiu	u		"mikrob, jen mikroskopem viditelný organizmus, obv. jednobuněčný"	
mikroskop	-	+	3	p	ioo	o		"přístroj k pozorování malých, lidským okem neviditelných objektů"	артефакт
militarismus	-	+	5	s	iiaiu	u		"snaha o cílený růst vojenské moci, výzbroje, armády"	
milník	-	+	2	k	ií	í		NOT FOUND	
milodar	-	+	3	r	ioa	a		NOT FOUND	
mimochod	-	+	3	d	ioo	o		NOT FOUND	
minibus	-	+	3	s	iiu	u		NOT FOUND	
minimax	-	+	3	x	iia	a		"ruční hasicí přístroj"	
minomet	-	+	3	t	ioe	e		NOT FOUND	
mixér	-	+	2	r	ié	é		"1. elektrický kuchyňský stroj; 2. míchač nápojů, barman; 3. zvukový technik"	артефакт
mladík	-	+	2	k	aí	í		NOT FOUND	
mlýn	+	-	1	n	ý	ý		NOT FOUND	
mnohoúhelník	+	+	5	k	ooúeí	í		NOT FOUND	
mobil	-	+	2	l	oi	i		"plastika s pohyblivě spojenými tvary, které jsou uváděny do pohybu např. motorem, větrem"	артефакт
model	-	+	2	l	oe	e		"předloha; vzor, ideál; vyjádření skutečnosti, matematický popis; originální výrobek"	абстрактное понятие
modem	-	+	2	m	oe	e		"soustava tvořená dvojicí modulátor demodulátor"	артефакт
mokřad	-	+	2	d	oa	a		NOT FOUND	
mol	-	+	1	l	o	o		"1. jednotka pro látkové množství; 2. starší název pro grammolekulu; 3. lidové označení drobných motýlů"	
molitan	-	+	3	n	oia	a	an	"měkký pěnový plast"	
moment	-	+	2	nt	oe	e		"okamžik, chvíle; okolnost, hledisko; fyz. součin dvou vektorových veličin charakterizující jejich účinek"	абстрактное понятие
mongol	-	+	2	l	oo	o		NOT FOUND	
monitor	-	+	3	r	oio	o		"1. zobrazovací jednotka; 2. přístroj ke sledování a kontrole provozu složitějších zařízení; 3. zařízení ke sledování důležitých funkcí, 4. otočná proudnice s velkým průtokem"	артефакт
monitoring	-	+	4	ng	oioi	i		"monitorování"	
monolog	-	+	3	g	ooo	o		"ucelená promluva jediného mluvčího; samomluva"	
monument	-	+	3	nt	oue	e		"veliký pomník; rozměrné umělecké dílo"	артефакт
mop	-	+	1	p	o	o		"stírač prachu na holi"	
