word	-a	-u	syllables	last cons. cluster	all vowels	last vowel	suffix	meaning	semantics
плющ	+	-	1	щ	ю	ю		"а, Повзуча рослина, що чіпляється за опору, по якій в'ється.  * У порівняннях"	растение
пляж	-	+	1	ж	я	я		"у, Прибережна смуга моря, озера, річки, зручна для купання, сонячних ванн"	
плід	+	+	1	д	і	і		"1. род. плода і плоду. Частина рослини, яка розвивається після запліднення із зав'язі квітки і містить у собі насіння. Насінина конопель з ботанічного погляду являє собою плід-горішок округло-яйцевидної форми Плоди сафори — ягідки соковиті //  Соковита їстівна частина деяких рослин (фрукти, ягоди). Він їздив по сільських ярмарках, по хуторах.. з усяким зерном, овощем, з плодом За огорожею.. підносилася вгору яблуня, обважена плодами, що нагинали гілки до землі //  рідко. Взагалі те, що родиться. І щоб всяке добре сім'я Ти [нива] повік плекала, І щоб світу добра служба 3 твого плоду стала! Плід (плоди) землі; Плоди земні — все їстівне, що росте на землі. — Це яблуко.. — це найдосконаліший плід землі Плоди землі прикрасили будову Своїм живим і теплим ланцюгом Прекрасні, друзі, наші всі моря, І хай вони на хвилях пружних носять Плоди земні на вжиток добрим людям 2. род. плода. Організм ссавців та людини в утробний період розвитку. Акт народження завжди є для новонародженого травмою .Особливо ж небезпечні в цьому відношенні затяжні роди при вузькому тазі, поперечному положенні плода або сідничному передлежанні  * Образно. У мене вже й фабула складається. Поки що не писатиму тобі про неї, бо це плід не виношений 3. род. плода, перен. Результат, наслідок яких-небудь дій, -зусиль. Мов стародавній дуб-велетень стояв Захар Беркут серед молодого покоління і міг тепер бачити плоди своєї довголітньої діяльності Боротьба за втілення в життя ідеалів соціалізму стала реальною життєвою справою мільйонів людей і.. вона вже дає свої плоди як в галузі економічній, так і в галузі морально-психологічній Пожинати (пожати) плоди чого, чиї — користуватися результатами чого-небудь зробленого, досягнутого. Будуючи комунізм, вони [народи СРСР] вже пожинають прекрасні плоди своєї праці 4. род. плоду, рідко. Те саме, що рід 1; родина, рідня. Всі сусідні корольки.. Пішли в поход з своїм, народом, 3 начинням, потрухом і плодом //  Нащадки. Який дід, такий його плід  На плід — для одержання потомства; на розплід; [Нема] ні роду, ні плоду див. рід; Один рід, один плід; Одного роду, одного плоду див. рід. 5. род. плоду, рідко. Те саме, що порода 1. За ним вели гнідого коня арабського плоду"	
пліт	+	-	1	т	і	і		"плоту і плота, 1. Огорожа, плетена з хворосту. З доброго плота добрий кіл Там білий домичок стоїть.. Наокруга [навколо] густенький пліт Всі повиходили з саду Віття тернове збирати, щоб плотом увесь виноградник Обгородить  Живий пліт — те саме, що живопліт. Подвір'я довкола корпусів обсаджене живим плотом бузка Скакати (скочити, стрибати, стрибнути і т. ін.) через пліт — те саме, що Скакати (скочити, стрибати, стрибнути і т. ін.) в гречку (див. гречка). Навіть в такий час. підсміюється [Іван] в душі з Денисенка, — який за землею не бачить, як жінка з іншими стрибає через пліт 2. Скріплені в один або декілька рядів колоди для сплаву або для переправи на них по воді. Мельників план був дуже простий: зв'язати невеличкий пліт, аби міг здержать двоє людей — і в темну ніч.. переплисти у плавні Артєм уже знав, що є тартаки такі великі в місті, а ліс туди плотами по Дніпру литвини сплавляють"	артефакт
побит	-	+	2	т	ои	и	ит	"у, розм. 1. Умови життя; побут. Діти на селі — поміч. Аби зіп'ялось на ноги — зараз у поле: хай змалку привикає до свого побиту! У такому побиті бажали Іван з Мотрею своїх діток зростити-вигодувати 2. Спосіб, характер чого-небудь; порядок, установлений чи заведений десь. Думка.. малювала йому інший побит життя //  у знач. присл., у сполуч. з прикм. або займ., побитом. Як, яким способом, засобом здійснюється що-небудь. Хитрить лукавая Ютурна, Яким би побитом їй Турна Спасти од смертного ножа Хто бачив її [Масло] на різдво та на великдень, якби подививсь тепер, то жодним побитом не пізнав би З Йоською Джон познайомився.. оригінальним побитом: він підійшов до нього, смикнув за бороду і сказав: — У, тварина ♦ З якого побиту? — чому?; з якої причини? [Ганна:] Та що з тобою сталося, Трохиме? З якого це побиту ти зволікаєшся і людей багатих відсуваєш від своєї дочки? Яким побитом? — як потрапив (потрапила) сюди, як опинився (опинилася) тут? — Олександра, Сашка! — здивовано мовив Василь, розставляючи руки. — Яким побитом? — Се ви? — Я. — Чорне трясло бородою та великим брилем, трясло Кирилові руку. — Яким побитом?"	
побут	-	+	2	т	оу	у		"у, 1. Загальний уклад життя; сукупність звичаїв, властивих якому-небудь народові, певній соціальній групі і т. ін. //  Повсякденне життя. ♦ Входити (увійти) в побут див. входити. 2. діал. Проживання"	
побір	-	+	2	р	оі	і		"бору, 1. перев. мн., заст. У дореволюційній Росії — збір грошима або натурою (на користь держави, поміщика і т. ін.). З кожної хати брали одсипного і десятину. Невелика ще біда сі побори, коли б не осоружна шляхта збирала їх Подать, збори, побори, викупне, лихі порядки, що завели пани і правителі, людей давлять 2. діал. Дія за значенням побирати. [Комісар:] Семен Перун має бути арештований за надужиття при поборі податків 3. діал. Призов на військову службу. — Мені ще два роки чекати, поки буду вільний від військового побору і зможу женитися"	
поверх	-	+	2	рх	ое	е	х	NOT FOUND	
поворот	-	+	3	т	ооо	о		"розм., рідко ПОВОРІТ, роту, 1. Дія за значенням повертати 1, повернути 1—3, 11 і повертатися 1, повернутися 1, 2, 4.  2. Місце, де що-небудь (дорога, вулиця і т. ін.) повертає, відхиляється вбік. ♦ Зрізувати (зрізати, зрізати) поворот див. зрізувати; Обережніше на поворотах — застереження або погроза тому, хто робить що-небудь не подумавши. 3. перен. Повна зміна у напрямі, розвиткові чого-небудь; перелом. 4. розм. Повернення кого-небудь"	
повід	+	-	2	д	оі	і		"1, вода, Прикріплений до вудил ремінь (вірьовка і т. ін.), за допомогою якого правлять конем. Коні-змії з серця рвуть Поводи ремінні — Козаченьку мій, коли б я твоя, Взяла б коня за шовковий повід Та й напоїла! Не встиг [Мірошниченко] зашморгнути ремінні поводи, як з ґанку.. покликав його вістовий  * Образно. Доле сліпая, вже згинула влада твоя, Повід життя свого я одбираю від тебе, Буду шукати сама, де дорога моя! ♦ [Бути (перебувати, йти і т. ін.)] на поводі в кого, чиєму — бути залежним від кого-небудь, діяти за чиєюсь вказівкою, згідно з чиєюсь волею. [Кассандра:] Мчить Арес неситий на поводі Кіпрідинім, як огир в палу жаги..! Попустити поводи кому — перестати стримувати кого-небудь, дати волю комусь; послабити владу над ким-небудь, керівництво кимсь. Піщанам спершу начебто й поводи попустили. Пан навіть на новім хазяйстві подарував на сім'ю по дню поля У (в) поводах тримати (держати) — стримувати, не давати волі; тримати владу, дисципліну. Ах, та се мрії, чуття легкокрилі, барвистії діти, — Але тверда їх рука в поводах цупко держить" ПОВІД 2, воду, рідко. Те саме, що порух 1повідомлення	
повіт	-	+	2	т	оі	і		"у, У дореволюційній Росії і в СРСР до районування 1929 р. — адміністративно-територіальна одиниця, складова частина губернії. Чорний гай далеко, у іншому повіті, і Кармелю туди нема по що братись — Кращого бочкаря, як Матвій Вирвикишка.., хоч і п'ять повітів обійди, то й то не знайдеш //  розм. Населення цієї адміністративно-територіальної одиниці. Стояло військо тут зальотне, Волове, кінне і піхотне, І ввесь був зібраний повіт Не один повіт знав о. Хведора; його знала навіть уся губернія //  розм. Повітове місто. Юхрим таки доскочив свого: .вискочив у повіт і працює там аж фінінспектором"	
погляд	-	+	2	д	оя	я		"у, 1. Спрямованість, скерованість зору на кого-, що-небудь. Всіх погляди звернулися на обличчя Сави Данило і Тося похилили голови і втупили погляди в землю, ховаючи очі від людей  * Образно. У невеличке надвірне віконечко заглядав світ рожевим поглядом //  Вираз очей, манера дивитися. Нема в його ні того ніжного слова, ні того люб'язного погляду, що веселить дівоче серце Уявіть собі юнака — невисокого й стрункого, з сірими очима й енергійним ротом, погляд насмішкуватий і впертий  Відводити (відвести, одводити, одвести) погляд — переставати дивитися на кого-, що-небудь, змінювати напрям зору. — Він дає жінці дорогу і відводить скошений погляд Вслухаюся в Петерову мову і не можу одвести погляду від його милого обличчя Водити поглядом — те саме, що Водити очима (див. водити). Солоха стала водити поглядом по хаті Звертати (звернути) погляд (погляди) див. звертати; Зупинятися (зупинитися) поглядом див. зупинятися. ♦ Блудити поглядом див. блудити 1; Блукати поглядом див. блукати; Вбирати поглядом — те саме, що Вбирати очима (в очі) див. вбирати 1. Дорошенко вбирає поглядом простір лиману Вимірювати (виміряти) поглядом див. вимірювати; Відривати (відірвати) погляд див. відривати 1; Влипнути поглядом див. влипати; Впиватися (впитися) поглядом див. впиватися 1; Втопити погляд див. втопити; Глибокий погляд див. глибокий; Жерти поглядом див. жерти; Забирати поглядом див. забирати: Затоплювати (затопляти, затопити) погляд див. затоплювати 2; Затримувати (затримати) погляд див. затримувати; Затримуватися (затриматися) поглядом див. затримуватися; Затримується (затримається) погляд див. затримуватися; Зводити (звести, здіймати, здійняти, підводити, підвести, підіймати, підійняти, підняти, скидати, скинути) погляд на кого — що — дивитися на кого-, що-небудь. Жінка зводить несмілий погляд на зорю Мар'ян підводить зосереджений погляд на економа Він більше говорив, вона слухала. Коли-не-коли скине на нього прикрий погляд Зміряти (змірювати, зміряти, змірити) поглядом див. зміряти; Знизувати (знизати) поглядом див. знизувати 1; Знімати (зняти) погляд: а) (на кого — що) спрямовувати зір, дивитися на кого-, що-небудь; б) (з кого — чого) те саме, що Відводити (відвести) погляд. Бобалька не знімав погляду з Терезки, він то протвережувався, то ще більше п'янів З першого погляду див. перший; Зустрічати (зустрінути, зустріти) погляд див. зустрічати; Зустрічатися (зустрінутися, зустрітися) з поглядом; Зустрічатися (зустрінутися, зустрітися) поглядом (поглядами) див. зустрічатися; Креснути поглядом див. креснути; Кривий погляд див. кривий; Ловити погляд (погляди) на собі див. ловити; Метнути поглядом (погляд) див. метнути; Міряти поглядом див. міряти; Наводити погляд див. наводити; На перший погляд див. перший; На погляд — з вигляду, зовні. Була [Орися] навіть трохи старша на погляд од своїх літ Не зводити (звести, спускати, спустити, відводити, відвести, одводити, одвести) погляду (погляд) з кого — чого — пильно, не змінюючи напряму зору, дивитися на кого-, що-небудь. Здорова кудлата собака.., розломивши передні лапи, положила на їх голову, не зводячи погляд з діда Говорив секретар обкому, не спускаючи з дівчини уважного, проникливого погляду Вона не одводила свого погляду, дивилась просто йому в очі Оббігати (оббігти) поглядом див. оббігати; Обводити (обвести) поглядом див. обводити; Обдаровувати поглядом див. обдаровувати; Обіймати (обійняти) поглядом див. обіймати; Обкидати (обкинути) поглядом див. обкидати; Обнімати (обняти) поглядом див. обнімати; Обпалювати (обпалити) поглядом див. обпалювати; Обпікати (обпекти) поглядом див. обпікати; Обсипати (обсипати) поглядом див. обсипати; Опалювати (опалити) поглядом див. опалювати; Опускати (опустити) погляд див. опускати; Переводити (перевести) погляд див. переводити; Підносити (піднести) погляд див. підносити; Піймати погляд див. піймати; Поглинати поглядом див. поглинати; Погляди зустрічалися (зустрілися) див. зустрічатися. 2. Думка, судження про що-небудь. Отець Альойзій говорив іще довгенько, заки висказав свої погляди на виборчу справу [Шевченко:] Релігія, на його думку, надихає велич людині. Ну, а я з цим поглядом не згоден Прохір Сидорович Марковський мав свої погляди на людську чесноту //  тільки мн. Система переконань, уявлень; світогляд, світосприймання. Мас [мати] добрий смак, ..любить літературу і штуку, поглядів поступових Та як же могло Романове серце, живучи поглядами своїх дідів і батьків та пісенним світом, легко, з грубими жартами.. підходити до незбагненної дівочої душі? ♦ З погляду: а) (кого) на думку кого-небудь. «Біла Пустеля» [кінокартина] майже безфабульна річ — з погляду критика тридцятих років б) (чого, якого) стос. до чого, з боку чого. Пролог мені дуже сподобався в першім уступі.., навіть нічого не можу сказати з погляду стилю З усякого погляду; З усіх поглядів — з будь-якого боку, всебічно. Вони [учні] були мені з усякого погляду ближчими й милішими, ніж мої колеги-учителі Семен Григорович звик кожну річ і кожне явище оцінювати всебічно, з усіх поглядів З цього (того, такого і т. ін.) погляду — з цих (тих, таких і т. ін.) міркувань. — З цього погляду ваш юнга-радист ніякої небезпеки не становить Ви дещо проминули, наприклад негромадську лірику у Конопніцької, а вона.. цікава з того погляду, як на ліричних поетах-громадянах відбивається упертість особисто людської натури На мій (його, її і т. ін.) погляд — уживається у знач. вставн. речення для вказування на джерело повідомлення, вираженого реченням або його окремою частиною. Вірно, на мій погляд, роблять перекладачі, віддаючи, як правило, західноукраїнські діалектизми Франка словами загальнолітературної російської мови На її погляд, він був гарний Нічого аморального в його одруженні з Жанною, на погляд Сидора Сидоровича, не було"	абстрактное понятие
поговір	-	+	3	р	ооі	і		"вору, Свідомо неправдива або викликана необізнаністю з фактами чутка, звістка про кого-, що-небудь; плітка. //  Поширення таких чуток, звісток; пересуди. //  Недобра слава; поголоска"	
погон	+	-	2	н	оо	о		"а, Знак розрізнення у вигляді широкої нашивної або накладної смуги, прикріпленої до плечей військового чи іншого форменого одягу"	артефакт
погром	-	+	2	м	оо	о		"у, 1. Розорення, спустошення якої-небудь країни, території і т. ін.; розгром. 2. Розгардіяш, безладдя. 3. Реакційно-шовілістичний виступ, що супроводжується вбивствами і пограбуванням майна"	
погріб	+	-	2	б	оі	і		"реба, 1. Те саме, що льох. Варвара зібрала своїх сусідок, і вони гуртом теж обладнали собі бомбосховище в гранітній скелі, де колись містився винний склад, а тепер були погреби Поліз у погріб я дулівки ще вточити (Дулівочка-первак — така смачна була!):.. Вибухнув пороховий погріб.. Усе, що було в цю мить нагорі.., — скинуло в море — Повів пшеницю у город та дала морока земляків побачить. Ну, звісно... у погріб... Ну, звісно... поналигувались, як! .Без копійки вернувсь  * У порівняннях. — Ну, як там? — Добре, — глухо, як з погреба, відізвався Джмелик //  Нижня частина будинку, підвал, де зберігаються продукти. Незабаром і вродились, як з землі виросли, рублені палати, .з погребами під низом 2. Спеціально обладнана яма для зберігання продуктів (перев. овочів), з лядою, але без східців. На два ступені од дверей зелений горбик з лядою, — то погріб бабин Гасають по городах здичавлені без верхівців коні, з гуркотом провалюючись на дядьківських погребах"	
подарунок	+	-	4	к	оауо	о	унок	"нка, 1. рідко. Дія за значенням подарувати. 2. Подарована річ; дарунок. //  Гостинець. //  ірон"	артефакт
податок	-	+	3	к	оао	о	ок	"тку, Встановлюваний державою обов'язковий збір з населення, підприємств, організацій і т. ін.  * У порівняннях. ♦ Заробковий податок див. заробковий"	
подвиг	-	+	2	г	ои	и		"у. Важлива своїм значенням дія; вчинок, здійснюваний у важких, небезпечних умовах; героїчний, самовідданий вчинок. //  Самовіддана діяльність, поведінка, викликана глибоким почуттям. //  перев. мн., розм., ірон. Пригоди, витівки"	абстрактное понятие
подвір	+	+	2	р	оі	і		"вору, рідко. Те саме, що подвір'я"	
подив	-	+	2	в	ои	и		NOT FOUND	
подих	-	+	2	х	ои	и	х	"у, 1. Втягування і виштовхування повітря під час дихання; вдих і видих. Після кожного подиху хотілося швидше відчути ще раз цей неповторний смак весняного повітря //  Те саме, що зітхання. Радісний подих пронісся в юрбі  * У порівняннях. Вони [хвилі] гомоніли все тихше і тихше, і з їх гомону виникала пісня, безнадійна і хмура.. Ледве чутно, як подих, прозвучала вона й заніміла... //  Видихуване нагріте повітря. Ти ідеш, пренепорочна, Перелогами-лугами І дитину зогріваєш Теплим подихом своїм Степан відчув гарячий подих коня //  Шум, утворюваний вдиханням і видиханням повітря. Отак лежав я, мабуть, довгенько, коли щось мені почулося — якийсь ледве чутний чи порух, чи подих Ішов [боєць], наче в повітрі. Землі під ним не було. Намагався не дихати, бо весь Будапешт чув його подих Понад берегом стежкою до городів нестримно поспішало двоє. Навіть важкі подихи чути було в чорнолозах ♦ До останнього подиху див. останній; Затамовувати (затамувати) подих — те саме, що Затамовувати (затамувати) дихання (дух, віддих і т. ін.) (див. затамовувати); Захоплювати (захопити) подих див. захоплювати; Зачаїти подих див. зачаїти; Ледве переводити (перевести) подих див. переводити; Не переводити (не перевести) подиху див. переводити; Одним подихом: а) дуже швидко, блискавично; миттю. Чутка.. облетіла район одним подихом б) дружно. — Хороше було б, коли б уся Руська земля одним подихом жила (Хижняц, Д. Галицький, 1958, 48); Переймає (переймало, перейняло) подих, безос. — те саме, що Займає (зайняло) дух (див. займати). Валерій так розганявся по льоду, що переймало подих Прийняти останній подих чий — побути біля кого-небудь у момент його смерті. [Марина:] Ой мій таточку!.. не я бачила твій останній погляд, не я прийняла останній твій подих!.. 2. Рух повітря; вітер. Весна прийшла, на синьому Дунаю Сплескала лебединими крильми, Дунула теплим подихом по краю 3. Повів, повівання. Коли б хоч легенький подих низового вітру приніс на своїх крилах прохолоду Чується подих тропічної тьмяної, п'яної ночі  * У порівняннях. Голос у неї знизився, він пройшов по камері, як подих морозу //  Ознака, прикмета наближення, настання чого-небудь. Вже він чує смертний подих, Думка лине в інший світ В цих пахощах прілого листя відчувався подих весни //  перен. Віяння, прояв чого-небудь. Не кохання, а тільки перший подих і перший туманець його тривожно торкнулися дівочого серця //  Те саме, що запах. Побіг [Краньцовський] до Славка й зачав його обнімати й цілувати. Слинив його п'яним ротом, а подихом алкоголю душив Її зустріла [в каюті] м'яка напівтемрява.. і знайомі сильні подихи білих троянд Гіркі подихи піднесе мені степ 4. перен. Вплив, дія чого-небудь на щось. Чого він чекав, чого сподівався? То був дим, імла, що розвіялись од подиху дійсності... В усіх творах письменника [Мирного] виразно відчувається подих «Кобзаря», його гуманізм і пафос 5. перен. Основний напрям, загальний зміст, сутність чого-небудь. Немає сумніву, що відтворення подиху сучасності, який відчувається в образному строї кращих творів української радянської музики, значною мірою досягнуте через проникнення їх авторів у живу інтонаційно-музичну атмосферу Радянської України //  Якесь начало, що визначає поведінку, напрям думок і т. ін. Подих волі й братерства"	
подляк	-	+	2	к	оя	я	як	NOT FOUND	
подорожник	+	-	4	к	ооои	и	ник	"1, а, (Plantago, L.). Придорожній бур'ян звичайно з прикореневими листками та з безлистим стеблом і дрібними квітками, зібраними в колос; використовується в народній медицині. Робив [Марко] і ліки: прикладав і прив'язував до ран зілля, подорожника або заячого вуха і дечого другого Сивий полин і листатий подорожник кушилися обабіч дороги" ПОДОРОЖНИК 2, а, рідко. Те саме, що подорожанин ПОДОРОЖНИК 3, а, : Сніговий подорожник — невеликий північний птах ряду горобинихподорожувати	
подріб	-	+	2	б	оі	і		"діал. 1. род. подробу, Потрухи, тельбухи. 2. род. подробі, жін. Дріб'язок"	
поділ	-	+	2	л	оі	і	л	"у, 1. Дія за значенням поділити, поділяти 1. Завершено.. поділ території кожного міста, району на переписні відділи, інструкторські і лічильні дільниці Йому з поділу зисків тої ярмарки припала би гарна сума, — може, ціла тисяча ринських! Терентій недолюблював папа і, коли чув про поділ поміщицької землі, тримав руку за людьми По інерції, що виробилась роками, в театрі міцно укоренився механічний поділ персонажів на позитивних і негативних 2. Дія і стан за знач. поділятися 1. Такий вид ядер ної реакції, при якій важке ядро розщеплюється на два ядра-осколки приблизно рівної маси, називається ядерною реакцією поділу У суспільстві, заснованому на поділі класів, боротьба між ворожими класами неминуче стає, на певному ступені її розвитку, політичною боротьбою Суд і в'язниця ще виразніше підкреслили Франкові, що існує класовий поділ суспільства //  біол. Процес безстатевого розмноження рослинних і тваринних клітин. Розмножуються бактерії простим поділом ▲ Поділ праці — розчленування сукупної праці на її різні корисні види, що задовольняють різні суспільні потреби. З першого великого суспільного поділу праці виник і перший великий поділ суспільства на два класи — панів і рабів, експлуататорів і експлуатованих 3. Ряд позначок (перев. горизонтальні риски, лінії) на вимірювальній шкалі. Рівна, гладенька рейка з білими рисками поділу тихо, без плюскоту пішла вглиб 4. Місце, де щось розділяється, роз'єднується; лінія, яка розділяє, роз'єднує що-небудь. Тут кордон. Землі і лісу поділ, Тут межа, що відділяє нас" ПОДІЛ, долу, 1. Низько розташована місцевість; низина. 2. Нижній край сукні, спідниці, пальта і т. ін.  * Образноподія	
пожар	+	+	2	р	оа	а	ар	"у, Те саме, що пожежа. Аж глядь — у Прокопа пожар, все в Прокопа згоріло Знищивши рослинний покрив лісу, низовий пожар зупинився на мить перед ялиновим насадженням Ляхи мерзли, а козаки Грілись на пожарі Як тебе [аісне] почала я співати, В мене очі горіли, мов жар, І зайнявся у грудях пожар Буду згадувать серця пожари, як на гору до неї я йшов... [Гай дай:] Прощай, море! Ми роздуємо на землі такий пожар, що закипиш і ти вогнем червоним  * Образно. Кров раптом залляла йому обличчя, .а серед того пожару біліли жовтаві вуса і сердито плавали очі  * У порівняннях. Невідворотно, як гнаний вітром степовий пожар, насувалося лихо ♦ На пожар спускати — палити, спалювати. А галеру на пожар спускали Як (мов, немов і т. ін.) на пожар — те саме, що Як (мов, немов і т. ін.) на пожежу (див. пожежа). Ад'ютант пробіг, як на пожар, важко брязкаючи блискучими.. шпорами Ось стоїть він напідпитку На порозі гуртожитку І кричить, мов на пожар"	
позитив	+	+	3	в	оии	и		"а, Передруковане з негатива фотографічне зображення, на якому світлі й темні місця сфотографованого об'єкта відповідають дійсності"	абстрактное понятие
позитивізм	-	+	4	зм	оииі	і	ізм	"у, 1. Суб'єктивно-ідеалістична течія буржуазної філософії і соціології, що заперечує можливість пізнання об'єктивної дійсності і зводить мету науки до опису і систематизації фактів і явищ, які тлумачаться як комплекс відчуттів і уявлень суб'єкта; різновид агностицизму. ▲ Логічний позитивізм — одна з найпоширеніших течій у сучасній буржуазній філософії, різновид суб'єктивного ідеалізму, що зводить філософію до логіки. 2. заст. Відношення до дійсності, яке виходить з досвіду, фактів"	абстрактное понятие
позов	-	+	2	в	оо	о		"позову і рідко позву, 1. Звертання до суду з вимогою захисту цивільних прав. Розглянувши по суті в судовому засіданні з участю обох батьків справу про стягнення аліментів, суд або стягує аліменти, або відмовляє в позові — Який там, кому і на кого позов написали? — Любомирський здурів та бух на мене позов у сенат за те, що я вирізав його робітників Ятці Браун дано змогу виступити з судовим позовом на тих-о поліцаїв  Зустрічний позов див. зустрічний; Позов давати (дати, подавати, подати, учиняти, учинити і т. ін.) — порушувати, розпочинати судову справу. Не так розсердиться добродій, коли пан возний позов дасть Раз на мірошника мужик позов подав, Що він пшеницю всю не помолов — подрав Жінки і матері забитих повстанців подали позов на глитаїв, які вчинили розправу [Констанцій:] Пробач... я хтів сказати, є відомість, що Туллія вже позов учинила у суд про половину всіх маєтків, — се нібито належить їй від тебе 2. Цивільна судова справа. Суд розглядає різні цивільні позови і відновлює торжество закону, усуває порушення закону, захищає законні права громадян — Більше було потім позову за гроші, ніж самих тих грошей — Той чоловік, що колись узяв його землю, тепер її не віддавав. Почалися позви, судова тяганина  Виграти позов — дістати позитивне рішення в суді. Усі мали надію виграти на суді позов і забрать Грицаєве поле"	
показ	-	+	2	з	оа	а		"у, Дія за значенням показувати, показати 1, 3—6. Вона себе почувала, як у театрі або на показі досягнень «Землю» я задумав як твір, що провіщав початок нового життя на селі. Але.. події надзвичайної політичної ваги, що відбулися, коли фільм був уже готовий, перед самим його показом, — зробили мій голос надто кволим і недостатнім Показ вступу слід робити так ясно й переконливо, щоб у хористів чи оркестрантів не було ніякого сумніву в тому, мають вони вступити чи ні Письменник [І. Франко] неодноразово спиняється на показі політичного безправ'я галицьких селян ♦ По показу кого, чиєму, заст. — за вказівкою, за розпорядженням. Добре заходились По німецькому показу І заговорили Так, що й німець не второпа В одній хвилі все устроено [на столі] і упорядковано по його показу"	
показник	+	-	3	к	оаи	и	ник	"а, 1. Свідчення, доказ, ознака чого-небудь. Сутички буржуазії з урядом не випадковість, а показник глибокої, з усіх боків назріваючої кризи Ця половинчаста заява правила за показник нового зламу.. на нашу користь Певним показником зрілості й зростання сучасної фольклористики є поява історіографічних праць, розробка питань історії й методології науки про народну творчість Повнота асортименту — один з найважливіших показників культури торгівлі 2. перев. мн. Наочні дані про результати якоїсь роботи, якогось процесу; дані про досягнення в чому-небудь. Кожного дня Ляшенко старанно виписував на дошку показників дані про роботу бригад Овсій Колода звіряв показники своєї бригади з річним звітом, що його підготував Заруба Спортивні показники; //  Дані, які свідчать про кількість чого-небудь. Показник вмісту вуглецю в сталях покладено в принцип класифікації сталей і їх маркіровки 3. рідко. Те саме, що покажчик 1. В цьому місці стояв стовп, показник кілометрів Поблизу окопу на дорозі стовп з прибитою на ньому дощечкою — показником німецькою мовою ▲ Показник степеня, мат. — цифра чи літера, що вказує, до якого степеня підноситься число або вираз. Піднесення до степеня — є окремий випадок множення, коли перемножається кілька однакових співмножників. Добуток таких співмножників називається степенем, а число їх — показником степеня"	
